# 字 7500-8999
 7500 | overtake                       | 追上                             | 🏃        | chunks=['o', 'ver', 'ta', 'ke'] | py=ㄛ-ㄈㄜ-ㄊㄝ-ㄎㄟ | theme=directions | stage=3
 7931 | hiss                           | 發出嘶嘶聲、嘶嘶聲                      | 🏃        | chunks=['h', 'iss'] | py=ㄝㄑ-ㄧㄙㄙ | theme=actions | stage=3
 7932 | hoarse                         | 沙啞的                            | 🎨        | chunks=['hoar', 'se'] | py=ㄏㄛㄖ-ㄙㄜ | theme=adjectives | stage=3
 7933 | homosexual                     | 同性戀                            | 🏃        | chunks=['ho', 'mo', 'se', 'xual'] | py=ㄏㄚ-ㄇㄛ-ㄙㄜ-ㄎㄙㄚㄚㄌ | theme=actions | stage=3
 7934 | honk                           | 鳴喇叭、汽車喇叭聲                      | 🚗        | chunks=['h', 'onk'] | py=ㄝㄑ-ㄛㄋㄎ | theme=transportation | stage=3
 7935 | hoof                           | 蹄                              | 🏃        | chunks=['h', 'oof'] | py=ㄝㄑ-ㄨㄈ | theme=actions | stage=3
 7936 | hound                          | 獵犬                             | 🏃        | chunks=['h', 'ound'] | py=ㄝㄑ-ㄠㄋㄉ | theme=actions | stage=3
 7937 | housing                        | 住宅                             | 🏃        | chunks=['hou', 'sing'] | py=ㄏㄠ-ㄒㄧㄥ | theme=actions | stage=3
 7938 | hover                          | 空中盤旋                           | 🏃        | chunks=['ho', 'ver'] | py=ㄏㄚ-ㄈㄜ | theme=actions | stage=3
 7939 | howl                           | 號叫                             | 🏃        | chunks=['h', 'owl'] | py=ㄝㄑ-ㄠㄌ | theme=actions | stage=3
 7940 | hurl                           | 用力投擲                           | 🏃        | chunks=['h', 'url'] | py=ㄝㄑ-ㄜㄌ | theme=actions | stage=3
 7941 | idiot                          | 白癡                             | 🏃        | chunks=['i', 'diot'] | py=ㄌㄜ-ㄉㄧㄛㄊ | theme=actions | stage=3
 7942 | immense                        | 廣大的、巨大的                        | 🏃        | chunks=['im', 'men', 'se'] | py=ㄧㄇ-ㄇㄣ-ㄙㄜ | theme=actions | stage=3
 7943 | imperial                       | 帝國的                            | 📜        | chunks=['im', 'pe', 'rial'] | py=ㄧㄇ-ㄆㄜ-ㄌㄦ | theme=history | stage=3
 7944 | impulse                        | 衝動                             | 🏃        | chunks=['im', 'pul', 'se'] | py=ㄧㄇ-ㄆㄚㄦ-ㄙㄜ | theme=actions | stage=3
 7945 | incense                        | 香                              | 🏃        | chunks=['in', 'cen', 'se'] | py=ㄧㄣ-ㄙㄝㄣ-ㄙㄜ | theme=actions | stage=3
 7946 | indifference                   | 冷淡                             | 🎓        | chunks=['in', 'dif', 'fe', 'ren', 'ce'] | py=ㄧㄣ-ㄉㄧ-ㄈㄧ-ㄌㄣ-ㄙㄜ | theme=academic-words | stage=3
 7947 | indifferent                    | 漠不關心的                          | 🎨        | chunks=['in', 'dif', 'fe', 'rent'] | py=ㄧㄣ-ㄉㄧ-ㄈㄧ-ㄣㄊ | theme=adjectives | stage=3
 7948 | indignant                      | 憤慨的                            | 😠        | chunks=['in', 'dig', 'nant'] | py=ㄧㄣ-ㄉㄧ-ㄋㄣㄊ | theme=emotions | stage=3
 7949 | indispensable                  | 必需的                            | 🎨        | chunks=['in', 'dis', 'pen', 'sab', 'le'] | py=ㄧㄣ-ㄉㄧㄙ-ㄆㄣ-ㄙㄚㄅ-ㄌㄧ | theme=adjectives | stage=3
 7950 | indulge                        | 縱容                             | 🏃        | chunks=['in', 'dul', 'ge'] | py=ㄧㄣ-ㄉㄚㄌ-ㄐㄧ | theme=actions | stage=3
 7951 | infinite                       | 無限的                            | 🎨        | chunks=['in', 'fi', 'ni', 'te'] | py=ㄧㄣ-ㄈㄜ-ㄋㄜ-ㄊㄧ | theme=adjectives | stage=3
 7952 | inherit                        | 繼承                             | 🏃        | chunks=['in', 'he', 'rit'] | py=ㄧㄣ-ㄏㄝ-ㄌㄝㄊ | theme=actions | stage=3
 7953 | inland                         | 內地的                            | 🎨        | chunks=['in', 'land'] | py=ㄧㄣ-ㄌㄢㄉ | theme=adjectives | stage=3
 7954 | innumerable                    | 數不清的                           | 🎨        | chunks=['in', 'nu', 'me', 'rab', 'le'] | py=ㄧㄣ-ㄋㄨ-ㄇㄝ-ㄖㄝ-ㄌㄧ | theme=adjectives | stage=3
 7955 | inquire                        | 詢問                             | 🏃        | chunks=['in', 'qui', 're'] | py=ㄧㄣ-ㄎㄧ-ㄌㄧ | theme=actions | stage=3
 7956 | intent                         | 意圖、熱切的                         | 🎨        | chunks=['in', 'tent'] | py=ㄧㄣ-ㄊㄣㄊ | theme=adjectives | stage=3
 7957 | interference                   | 妨礙                             | 🎓        | chunks=['in', 'ter', 'fe', 'ren', 'ce'] | py=ㄧㄣ-ㄊㄜ-ㄈㄧ-ㄌㄣ-ㄙㄜ | theme=academic-words | stage=3
 7958 | interior                       | 內部的                            | 🎨        | chunks=['in', 'te', 'rior'] | py=ㄧㄣ-ㄊㄧ-ㄖㄧㄛㄜ | theme=adjectives | stage=3
 7959 | interpretation                 | 解釋、詮釋                          | 🎓        | chunks=['in', 'ter', 'pre', 'ta', 'tion'] | py=ㄧㄣ-ㄊㄜ-ㄆㄌㄧ-ㄊㄝ-ㄒㄣ | theme=academic-words | stage=3 base=interpret
 7960 | interpreter                    | 口譯員                            | 👨‍⚕️     | chunks=['in', 'ter', 'pre', 'ter'] | py=ㄧㄣ-ㄊㄜ-ㄆㄌㄧ-ㄊㄜ | theme=jobs | stage=3 base=interpret
 7961 | isle                           | 小島                             | 🏃        | chunks=['is', 'le'] | py=ㄜ-ㄌㄧ | theme=actions | stage=3
 7962 | ivy                            | 常春藤                            | 🏃        | chunks=['i', 'vy'] | py=ㄌㄜ-ㄈㄧ | theme=actions | stage=3
 7963 | jack                           | 千斤頂、男人、(撲克)J                   | 🏃        | chunks=['j', 'ack'] | py=ㄐ-ㄚ | theme=actions | stage=3
 7964 | janitor                        | 管理員                            | 👨‍⚕️     | chunks=['ja', 'ni', 'tor'] | py=ㄐㄚ-ㄋㄜ-ㄊㄜ | theme=jobs | stage=3
 7965 | jaywalk                        | 擅自穿越馬路                         | 🚸        | chunks=['jay', 'walk'] | py=ㄐㄟ-ㄨㄛㄎ | theme=animals | stage=3
 7966 | jeer                           | 嘲弄                             | 🏃        | chunks=['j', 'eer'] | py=ㄐ-ㄧㄦ | theme=actions | stage=3
 7967 | jingle                         | 叮噹聲發出叮噹聲                       | 🏃        | chunks=['jin', 'gle'] | py=ㄐㄧㄋ-ㄍㄜ | theme=actions | stage=3
 7968 | juvenile                       | 少年、少年的                         | 🎨        | chunks=['ju', 've', 'ni', 'le'] | py=ㄐㄨ-ㄈㄜ-ㄋㄜ-ㄌㄧ | theme=adjectives | stage=3
 7969 | kindle                         | 點燃                             | 🏃        | chunks=['kin', 'dle'] | py=ㄎㄧㄣ-ㄉㄜ | theme=actions | stage=3
 7970 | knowledgeable                  | 博學的                            | 🎨        | chunks=['know', 'led', 'geab', 'le'] | py=ㄎㄋㄠ-ㄌㄝㄉ-ㄍㄧㄅ-ㄌㄧ | theme=adjectives | stage=3 base=knowledge
 7971 | lad                            | 少年                             | 🏃        | chunks=['l', 'ad'] | py=ㄝㄦ-ㄚㄉ | theme=actions | stage=3
 7972 | lame                           | 跛的、使跛                          | 🏃        | chunks=['la', 'me'] | py=ㄌㄚ-ㄇㄝ | theme=actions | stage=3
 7973 | landlady                       | 女房東                            | 🧭        | chunks=['lan', 'dla', 'dy'] | py=ㄌㄢ-ㄉㄌㄚ-ㄉㄧ | theme=directions | stage=3
 7974 | landlord                       | 地主                             | 🏃        | chunks=['lan', 'dlord'] | py=ㄌㄢ-ㄉㄌㄛㄜㄉ | theme=actions | stage=3
 7975 | laser                          | 雷射                             | 🔦        | chunks=['la', 'ser'] | py=ㄌㄚ-ㄗㄜ | theme=weather | stage=3
 7976 | league                         | 聯盟                             | 🏃        | chunks=['lea', 'gue'] | py=ㄌㄝ-ㄍㄝ | theme=actions | stage=3
 7977 | legislation                    | 立法、法律                          | ⚖️       | chunks=['le', 'gis', 'la', 'tion'] | py=ㄌㄧ-ㄐㄧㄙ-ㄌㄚ-ㄒㄣ | theme=law | stage=3
 7978 | lessen                         | 減少                             | 📉        | chunks=['les', 'sen'] | py=ㄌㄝ-ㄙㄝㄣ | theme=numbers | stage=3
 7979 | lest                           | 以免                             | 🏃        | chunks=['l', 'est'] | py=ㄝㄦ-ㄝㄙㄊ | theme=actions | stage=3
 7980 | lifelong                       | 一輩子的                           | ⏳        | chunks=['li', 'fe', 'long'] | py=ㄌㄧ-ㄈㄧ-ㄌㄛㄥ | theme=numbers | stage=3
 7981 | likelihood                     | 可能性                            | 🎓        | chunks=['li', 'ke', 'li', 'hood'] | py=ㄌㄧ-ㄎㄟ-ㄌㄧ-ㄏㄨㄉ | theme=academic-words | stage=3
 7982 | limp                           | 跛行                             | 🏃        | chunks=['l', 'imp'] | py=ㄝㄦ-ㄧㄇㄆ | theme=actions | stage=3
 7983 | linger                         | 徘徊                             | 🏃        | chunks=['lin', 'ger'] | py=ㄌㄧ-ㄍㄜ | theme=actions | stage=3
 7984 | livestock                      | 家畜                             | 🏃        | chunks=['li', 'ves', 'tock'] | py=ㄌㄧ-ㄈㄝㄙ-ㄊㄛㄎ | theme=animals | stage=3
 7985 | locust                         | 蝗蟲                             | 🦗        | chunks=['lo', 'cust'] | py=ㄌㄛ-ㄎㄚㄙㄊ | theme=animals | stage=3
 7986 | lodge                          | 小屋                             | 🏃        | chunks=['lod', 'ge'] | py=ㄌㄛㄉ-ㄐㄧ | theme=actions | stage=3
 7987 | lofty                          | 崇高的                            | 💁        | chunks=['lof', 'ty'] | py=ㄌㄛㄈ-ㄊㄧ | theme=appearance | stage=3
 7988 | logo                           | 標誌                             | 🏃        | chunks=['lo', 'go'] | py=ㄌㄛ-ㄍㄛ | theme=actions | stage=3
 7989 | lonesome                       | 寂寞的                            | 🎨        | chunks=['lo', 'ne', 'so', 'me'] | py=ㄌㄛ-ㄋㄧ-ㄙㄛ-ㄇㄝ | theme=adjectives | stage=3
 7990 | lotus                          | 蓮花                             | 🌳        | chunks=['lo', 'tus'] | py=ㄌㄛ-ㄊㄜㄙ | theme=nature | stage=3
 7991 | lumber                         | 木材                             | 🪨        | chunks=['lum', 'ber'] | py=ㄌㄣ-ㄅㄜ | theme=materials | stage=3
 7992 | lump                           | 團                              | 🏃        | chunks=['l', 'ump'] | py=ㄝㄦ-ㄚㄇㄆ | theme=actions | stage=3
 7993 | magnify                        | 放大                             | 🏃        | chunks=['mag', 'ni', 'fy'] | py=ㄇㄚ-ㄋㄜ-ㄈㄞ | theme=actions | stage=3
 7994 | maiden                         | 少女                             | 🏃        | chunks=['mai', 'den'] | py=ㄇㄟ-ㄉㄣ | theme=actions | stage=3
 7995 | mainland                       | 大陸                             | 🗺️       | chunks=['main', 'land'] | py=ㄇㄟㄣ-ㄌㄢㄉ | theme=geography | stage=3
 7996 | majestic                       | 雄偉的                            | 🎨        | chunks=['ma', 'jes', 'tic'] | py=ㄇㄚ-ㄐㄝㄙ-ㄊㄧㄎ | theme=adjectives | stage=3
 7997 | majesty                        | 雄偉、陛下                          | 🏃        | chunks=['ma', 'jes', 'ty'] | py=ㄇㄚ-ㄐㄝㄙ-ㄊㄧ | theme=actions | stage=3
 7998 | mammal                         | 哺乳類                            | 🐾        | chunks=['mam', 'mal'] | py=ㄇㄚㄇ-ㄇㄜ | theme=animals | stage=3
 7999 | manifest                       | 明顯的、顯露                         | 🎨        | chunks=['ma', 'ni', 'fest'] | py=ㄇㄚ-ㄋㄜ-ㄈㄝㄙㄊ | theme=adjectives | stage=3
 8000 | mansion                        | 大廈                             | 🏛️       | chunks=['man', 'sion'] | py=ㄇㄢ-ㄒㄣ | theme=academic-words | stage=3 base=man
 8001 | maple                          | 楓樹                             | 🏃        | chunks=['map', 'le'] | py=ㄇㄚㄆ-ㄌㄧ | theme=actions | stage=3
 8002 | marginal                       | 邊緣的                            | 🎨        | chunks=['mar', 'gi', 'nal'] | py=ㄇㄚㄦ-ㄐㄜ-ㄋㄦ | theme=adjectives | stage=3
 8003 | marine                         | 海的                             | 🌳        | chunks=['ma', 'ri', 'ne'] | py=ㄇㄚ-ㄌㄧ-ㄋㄧ | theme=nature | stage=3
 8004 | marshal                        | 元帥                             | 💁        | chunks=['mar', 'shal'] | py=ㄇㄚㄦ-ㄒㄚ | theme=appearance | stage=3
 8005 | martial                        | 好戰的                            | 🎨        | chunks=['mar', 'tial'] | py=ㄇㄚㄦ-ㄒㄦ | theme=adjectives | stage=3
 8006 | marvel                         | 驚奇、令人驚奇的事物                     | 😲        | chunks=['mar', 'vel'] | py=ㄇㄚㄦ-ㄈㄜ | theme=office | stage=3
 8007 | masculine                      | 男子氣概的                          | 🎨        | chunks=['mas', 'cu', 'li', 'ne'] | py=ㄇㄚㄙ-ㄎㄧㄨ-ㄌㄧ-ㄋㄧ | theme=adjectives | stage=3
 8008 | mash                           | 糊狀物                            | 🏃        | chunks=['m', 'ash'] | py=ㄝㄇ-ㄚㄒ | theme=actions | stage=3
 8009 | massage                        | 按摩                             | 🏃        | chunks=['mas', 'sa', 'ge'] | py=ㄇㄚㄙ-ㄙㄚ-ㄐㄧ | theme=actions | stage=3
 8010 | massive                        | 巨大的                            | 🎨        | chunks=['mas', 'si', 've'] | py=ㄇㄚㄙ-ㄗㄜ-ㄈㄜ | theme=adjectives | stage=3 base=mass
 8011 | mayonnaise                     | 美乃滋                            | 🥫        | chunks=['mayon', 'nai', 'se'] | py=ㄇㄟㄛㄋ-ㄋㄟ-ㄙㄜ | theme=appearance | stage=3
 8012 | meantime                       | 同時                             | 🏃        | chunks=['mean', 'ti', 'me'] | py=ㄇㄧㄣ-ㄊㄜ-ㄇㄝ | theme=actions | stage=3
 8013 | mechanics                      | 力學                             | 🏃        | chunks=['mec', 'ha', 'nics'] | py=ㄇㄝㄎ-ㄏㄜ-ㄋㄧㄎㄙ | theme=actions | stage=3
 8014 | menace                         | 威脅                             | 🏃        | chunks=['me', 'na', 'ce'] | py=ㄇㄝ-ㄋㄚ-ㄙㄜ | theme=actions | stage=3
 8015 | mermaid                        | 美人魚                            | 🧜        | chunks=['mer', 'maid'] | py=ㄇㄜ-ㄇㄟㄉ | theme=animals | stage=3
 8016 | midst                          | 中間                             | 🏃        | chunks=['m', 'idst'] | py=ㄝㄇ-ㄧㄉㄙㄊ | theme=actions | stage=3
 8017 | migrant                        | 移居的移民                          | 🎨        | chunks=['mig', 'rant'] | py=ㄇㄧㄍ-ㄌㄣㄊ | theme=adjectives | stage=3
 8018 | mileage                        | 里程數                            | 🏃        | chunks=['mi', 'lea', 'ge'] | py=ㄇㄞ-ㄌㄝ-ㄐㄧ | theme=actions | stage=3
 8019 | mingle                         | 混合                             | 🏃        | chunks=['min', 'gle'] | py=ㄇㄧ-ㄍㄜ | theme=actions | stage=3
 8020 | miser                          | 吝嗇鬼                            | 🤔        | chunks=['mi', 'ser'] | py=ㄇㄞ-ㄗㄜ | theme=personality | stage=3
 8021 | mistress                       | 女主人                            | 🏃        | chunks=['mis', 'tress'] | py=ㄇㄧㄙ-ㄊㄌㄝㄙ | theme=actions | stage=3
 8022 | moan                           | 呻吟                             | 🏃        | chunks=['m', 'oan'] | py=ㄝㄇ-ㄛㄋ | theme=actions | stage=3
 8023 | mode                           | 模式                             | 🏃        | chunks=['mo', 'de'] | py=ㄇㄛ-ㄉㄧ | theme=actions | stage=3
