# 字 9000-10100
 9000 | vaccine                        | 疫苗                             | 🎨        | chunks=['vac', 'ci', 'ne'] | py=ㄈㄚ-ㄙㄜ-ㄋㄧ | theme=adjectives | stage=4
 9440 | keypad                         | 數字鍵盤                           | 🔢        | chunks=['key', 'pad'] | py=ㄎㄧ-ㄆㄚㄉ | theme=numbers | stage=3
 9441 | keyword                        | 關鍵字                            | 🏃        | chunks=['key', 'word'] | py=ㄎㄧ-ㄨㄦㄉ | theme=actions | stage=3
 9442 | latency                        | 延遲                             | 🏃        | chunks=['la', 'ten', 'cy'] | py=ㄌㄚ-ㄊㄣ-ㄒㄧ | theme=actions | stage=3
 9443 | layout                         | 版面                             | 🏃        | chunks=['lay', 'out'] | py=ㄌㄟ-ㄠㄊ | theme=actions | stage=3
 9444 | mailbox                        | 信箱                             | 📮        | chunks=['mail', 'box'] | py=ㄇㄝㄦ-ㄅㄚㄎㄙ | theme=actions | stage=3
 9445 | mainframe                      | 大型主機                           | 🏃        | chunks=['main', 'fra', 'me'] | py=ㄇㄟㄣ-ㄈㄌㄚ-ㄇㄝ | theme=actions | stage=3
 9446 | megabyte                       | 百萬位元組                          | 🔢        | chunks=['me', 'ga', 'by', 'te'] | py=ㄇㄝ-ㄍㄚ-ㄅㄞ-ㄊㄧ | theme=numbers | stage=3
 9447 | metadata                       | 元資料                            | 🏃        | chunks=['me', 'ta', 'da', 'ta'] | py=ㄇㄝ-ㄊㄝ-ㄉㄚ-ㄊㄝ | theme=actions | stage=3
 9448 | microchip                      | 微晶片                            | 💻        | chunks=['mic', 'roc', 'hip'] | py=ㄇㄧㄎ-ㄌㄚ-ㄏㄧ | theme=technology | stage=3
 9449 | module                         | 模組                             | 🏃        | chunks=['mo', 'du', 'le'] | py=ㄇㄛ-ㄉㄨ-ㄌㄧ | theme=actions | stage=3
 9450 | motherboard                    | 主機板                            | 🏃        | chunks=['mot', 'her', 'board'] | py=ㄇㄛㄊ-ㄏㄜ-ㄅㄛㄦㄉ | theme=actions | stage=3
 9451 | multimedia                     | 多媒體                            | 📰        | chunks=['mul', 'ti', 'me', 'dia'] | py=ㄇㄚㄦ-ㄊㄜ-ㄇㄝ-ㄉㄞ | theme=media | stage=3
 9452 | newsletter                     | 電子報                            | 📰        | chunks=['new', 'slet', 'ter'] | py=ㄋㄧㄨ-ㄙㄌㄝㄊ-ㄊㄜ | theme=science | stage=3
 9453 | notification                   | 通知                             | 🎓        | chunks=['no', 'ti', 'fi', 'ca', 'tion'] | py=ㄋㄛ-ㄊㄜ-ㄈㄜ-ㄎㄚ-ㄒㄣ | theme=academic-words | stage=3
 9454 | outage                         | 停機                             | 🏃        | chunks=['ou', 'ta', 'ge'] | py=ㄠ-ㄊㄝ-ㄐㄧ | theme=actions | stage=3
 9455 | overload                       | 超載                             | 🏃        | chunks=['o', 'ver', 'load'] | py=ㄛ-ㄈㄜ-ㄌㄛㄉ | theme=actions | stage=3
 9456 | overwrite                      | 覆寫                             | 🏃        | chunks=['o', 'ver', 'wri', 'te'] | py=ㄛ-ㄈㄜ-ㄌㄞ-ㄊㄧ | theme=actions | stage=3
 9457 | pixel                          | 像素                             | 🏃        | chunks=['pi', 'xel'] | py=ㄆㄧ-ㄎㄙㄝㄌ | theme=actions | stage=3
 9458 | plugin                         | 外掛                             | 🏃        | chunks=['plu', 'gin'] | py=ㄆㄌㄨ-ㄐㄧㄣ | theme=actions | stage=3
 9459 | podcast                        | 播客                             | 🏃        | chunks=['pod', 'cast'] | py=ㄆㄚㄉ-ㄎㄚㄙㄊ | theme=actions | stage=3
 9460 | popup                          | 彈窗                             | 🏃        | chunks=['po', 'pup'] | py=ㄆㄛ-ㄆㄚㄆ | theme=actions | stage=3
 9461 | portal                         | 入口網站                           | 🌐        | chunks=['por', 'tal'] | py=ㄆㄜ-ㄉㄜ | theme=internet | stage=3
 9462 | runtime                        | 執行時                            | 🏃        | chunks=['run', 'ti', 'me'] | py=ㄌㄚㄣ-ㄊㄜ-ㄇㄝ | theme=actions | stage=3
 9463 | screenshot                     | 螢幕截圖                           | 💻        | chunks=['screen', 'shot'] | py=ㄙㄎㄌㄧㄣ-ㄒㄛㄊ | theme=technology | stage=3
 9464 | semiconductor                  | 半導體                            | 💻        | chunks=['se', 'mi', 'con', 'duc', 'tor'] | py=ㄙㄜ-ㄇㄞ-ㄎㄚㄣ-ㄉㄚㄎ-ㄊㄜ | theme=technology | stage=3
 9465 | shortcut                       | 捷徑                             | 🏃        | chunks=['shor', 'tcut'] | py=ㄒㄛㄜ-ㄊㄎㄚㄊ | theme=actions | stage=3
 9466 | sidebar                        | 側邊欄                            | 🏃        | chunks=['si', 'de', 'bar'] | py=ㄗㄜ-ㄉㄧ-ㄅㄚㄦ | theme=actions | stage=3
 9467 | sitemap                        | 網站地圖                           | 🗺️       | chunks=['si', 'te', 'map'] | py=ㄗㄜ-ㄊㄧ-ㄇㄚㄆ | theme=travel | stage=3
 9468 | snapshot                       | 快照                             | 🏃        | chunks=['snap', 'shot'] | py=ㄙㄋㄚㄆ-ㄒㄛㄊ | theme=actions | stage=3
 9469 | subdomain                      | 子網域                            | 🏃        | chunks=['sub', 'do', 'main'] | py=ㄙㄚㄅ-ㄉㄛ-ㄇㄟㄣ | theme=actions | stage=3
 9470 | subnet                         | 子網路                            | 🌐        | chunks=['sub', 'net'] | py=ㄙㄚㄅ-ㄋㄝㄊ | theme=internet | stage=3
 9471 | synchronize                    | 同步                             | 🏃        | chunks=['sync', 'hro', 'ni', 'ze'] | py=ㄙㄧㄋㄎ-ㄏㄖㄛ-ㄋㄜ-ㄗㄧ | theme=actions | stage=3
 9472 | thumbnail                      | 縮圖                             | 🏃        | chunks=['thum', 'bnail'] | py=ㄒㄚㄇ-ㄅㄋㄟㄌ | theme=actions | stage=3
 9473 | toolbar                        | 工具列                            | 🔨        | chunks=['tool', 'bar'] | py=ㄊㄨㄛ-ㄅㄚㄦ | theme=tools | stage=3
 9474 | touchpad                       | 觸控板                            | 🏃        | chunks=['touc', 'hpad'] | py=ㄊㄠㄎ-ㄏㄆㄚㄉ | theme=actions | stage=3
 9475 | touchscreen                    | 觸控螢幕                           | 💻        | chunks=['touch', 'screen'] | py=ㄊㄠㄔ-ㄙㄎㄌㄧㄣ | theme=technology | stage=3
 9476 | trackpad                       | 觸控板                            | 🏃        | chunks=['trac', 'kpad'] | py=ㄊㄌㄚㄎ-ㄎㄆㄚㄉ | theme=actions | stage=3
 9477 | uploader                       | 上傳者                            | 👨‍⚕️     | chunks=['up', 'loa', 'der'] | py=ㄚㄆ-ㄌㄛ-ㄉㄜ | theme=jobs | stage=3 base=upload
 9478 | username                       | 使用者名稱                          | 🏃        | chunks=['u', 'ser', 'na', 'me'] | py=ㄧㄨ-ㄗㄜ-ㄋㄚ-ㄇㄝ | theme=actions | stage=3
 9479 | vector                         | 向量                             | 🏃        | chunks=['vec', 'tor'] | py=ㄨㄝㄎ-ㄊㄜ | theme=actions | stage=3
 9480 | voicemail                      | 語音信箱                           | 🏃        | chunks=['voi', 'ce', 'mail'] | py=ㄨㄛㄧ-ㄙㄜ-ㄇㄝㄦ | theme=actions | stage=3
 9481 | webpage                        | 網頁                             | 🌐        | chunks=['web', 'pa', 'ge'] | py=ㄨㄝㄅ-ㄆㄜ-ㄐㄧ | theme=internet | stage=3
 9482 | widget                         | 小工具                            | 🔨        | chunks=['wid', 'get'] | py=ㄨㄧㄉ-ㄍㄝㄊ | theme=tools | stage=3
 9483 | wireless                       | 無線                             | 🎨        | chunks=['wi', 're', 'less'] | py=ㄨㄧ-ㄌㄧ-ㄌㄝㄙ | theme=adjectives | stage=3 base=wire
 9484 | workspace                      | 工作空間                           | 🏃        | chunks=['work', 'spa', 'ce'] | py=ㄨㄜㄎ-ㄙㄆㄚ-ㄙㄜ | theme=actions | stage=3
 9485 | bankruptcy                     | 破產                             | 🏃        | chunks=['ban', 'krup', 'tcy'] | py=ㄅㄢ-ㄎㄖㄚㄆ-ㄊㄎㄧ | theme=actions | stage=3
 9486 | barter                         | 以物易物                           | 🏃        | chunks=['bar', 'ter'] | py=ㄅㄚㄦ-ㄊㄜ | theme=actions | stage=3
 9487 | beneficiary                    | 受益人                            | 🎨        | chunks=['be', 'ne', 'fi', 'cia', 'ry'] | py=ㄅㄧ-ㄋㄧ-ㄈㄜ-ㄎㄧㄚ-ㄌㄧ | theme=adjectives | stage=3
 9488 | benchmark                      | 基準                             | 🏃        | chunks=['benc', 'hmark'] | py=ㄅㄝㄋㄎ-ㄏㄇㄚㄜㄎ | theme=actions | stage=3
 9489 | buyback                        | 回購                             | 🏃        | chunks=['buy', 'back'] | py=ㄅㄞ-ㄅㄚㄎ | theme=actions | stage=3
 9490 | cashflow                       | 現金流                            | 💰        | chunks=['cash', 'flow'] | py=ㄎㄚ-ㄈㄌㄠ | theme=money | stage=3
 9491 | census                         | 人口普查                           | 🏃        | chunks=['cen', 'sus'] | py=ㄙㄝㄣ-ㄙㄜ | theme=actions | stage=3
 9492 | clientele                      | 客戶群                            | 🏢        | chunks=['clien', 'te', 'le'] | py=ㄎㄌㄞㄋ-ㄊㄧ-ㄌㄧ | theme=office | stage=3
 9493 | craftsmanship                  | 工藝                             | 🎓        | chunks=['craft', 'sman', 'ship'] | py=ㄎㄌㄚㄈㄊ-ㄙㄇㄚㄋ-ㄒㄧㄆ | theme=academic-words | stage=3
 9494 | creditor                       | 債權人                            | 👨‍⚕️     | chunks=['cre', 'di', 'tor'] | py=ㄎㄌㄧ-ㄉㄧ-ㄊㄜ | theme=jobs | stage=3
 9495 | debtor                         | 債務人                            | 👨‍⚕️     | chunks=['deb', 'tor'] | py=ㄉㄝ-ㄊㄜ | theme=jobs | stage=3
 9496 | deduction                      | 扣除                             | 🎓        | chunks=['de', 'duc', 'tion'] | py=ㄉㄧ-ㄉㄚㄎ-ㄒㄣ | theme=academic-words | stage=3 base=deduce
 9497 | default                        | 預設、違約                          | 🏃        | chunks=['de', 'fault'] | py=ㄉㄧ-ㄈㄛㄌㄊ | theme=actions | stage=3
 9498 | depreciation                   | 折舊                             | 🎓        | chunks=['dep', 're', 'cia', 'tion'] | py=ㄉㄝ-ㄌㄧ-ㄎㄧㄚ-ㄒㄣ | theme=academic-words | stage=3
 9499 | distributor                    | 經銷商                            | 🏃        | chunks=['dis', 'tri', 'bu', 'tor'] | py=ㄉㄧㄙ-ㄊㄌㄧ-ㄅㄧㄨ-ㄊㄜ | theme=actions | stage=3 base=distribute
 9500 | dividend                       | 股息                             | 💼        | chunks=['di', 'vi', 'dend'] | py=ㄉㄧ-ㄈㄞ-ㄉㄝㄋㄉ | theme=business | stage=3
 9501 | dominance                      | 主導                             | 🎓        | chunks=['do', 'mi', 'nan', 'ce'] | py=ㄉㄛ-ㄇㄞ-ㄋㄚ-ㄙㄜ | theme=academic-words | stage=3
 9502 | downturn                       | 低迷                             | 🏃        | chunks=['dow', 'nturn'] | py=ㄉㄛ-ㄋㄊㄜㄋ | theme=actions | stage=3
 9503 | endorse                        | 公開支持、背書                        | 👍        | chunks=['en', 'dor', 'se'] | py=ㄣ-ㄉㄜ-ㄙㄜ | theme=body | stage=3
 9504 | escrow                         | 託管                             | 🏃        | chunks=['es', 'crow'] | py=ㄝㄙ-ㄎㄖㄛ | theme=actions | stage=3
 9505 | leverage                       | 槓桿                             | 🏃        | chunks=['le', 've', 'ra', 'ge'] | py=ㄌㄧ-ㄈㄜ-ㄌㄚ-ㄐㄧ | theme=actions | stage=3
 9506 | nonprofit                      | 非營利                            | 🏃        | chunks=['non', 'pro', 'fit'] | py=ㄋㄚㄣ-ㄆㄜ-ㄈㄧㄊ | theme=actions | stage=3
 9507 | portfolio                      | 投資組合                           | 💼        | chunks=['por', 'tfo', 'lio'] | py=ㄆㄜ-ㄊㄈㄛ-ㄌㄧㄛ | theme=business | stage=3
 9508 | procurement                    | 採購                             | 🎨        | chunks=['pro', 'cu', 're', 'ment'] | py=ㄆㄜ-ㄎㄧㄨ-ㄌㄧ-ㄇㄣㄊ | theme=adjectives | stage=3 base=procure
 9509 | quota                          | 配額                             | 🏃        | chunks=['quo', 'ta'] | py=ㄎㄨㄛ-ㄊㄝ | theme=actions | stage=3
 9510 | rebate                         | 回扣                             | 🏃        | chunks=['re', 'ba', 'te'] | py=ㄌㄧ-ㄅㄟ-ㄊㄧ | theme=actions | stage=3
 9511 | reimburse                      | 報銷                             | 🏃        | chunks=['reim', 'bur', 'se'] | py=ㄖㄝㄇ-ㄅㄜ-ㄙㄜ | theme=actions | stage=3
 9512 | stockholder                    | 股東                             | 📈        | chunks=['stoc', 'khol', 'der'] | py=ㄙㄊㄛㄎ-ㄎㄏㄛㄌ-ㄉㄜ | theme=directions | stage=3
 9513 | takeover                       | 收購                             | 🏃        | chunks=['ta', 'keo', 'ver'] | py=ㄊㄝ-ㄎㄝㄛ-ㄈㄜ | theme=actions | stage=3
 9514 | turnover                       | 營業額                            | 🏃        | chunks=['tur', 'no', 'ver'] | py=ㄊㄜ-ㄋㄛ-ㄈㄜ | theme=actions | stage=3
 9515 | blister                        | 水泡                             | 🩹        | chunks=['blis', 'ter'] | py=ㄅㄌㄧㄙ-ㄊㄜ | theme=drinks | stage=3
 9516 | cardiac                        | 心臟的                            | 🦵        | chunks=['car', 'diac'] | py=ㄎㄚㄦ-ㄉㄧㄚㄎ | theme=body | stage=3
 9517 | coma                           | 昏迷                             | 🏃        | chunks=['co', 'ma'] | py=ㄎㄛ-ㄇㄚ | theme=actions | stage=3
 9518 | congestion                     | 充血                             | 🎓        | chunks=['con', 'ges', 'tion'] | py=ㄎㄚㄣ-ㄐㄝㄙ-ㄒㄣ | theme=academic-words | stage=3
 9519 | contagion                      | 傳染                             | 🏃        | chunks=['con', 'ta', 'gion'] | py=ㄎㄚㄣ-ㄊㄝ-ㄐㄣ | theme=actions | stage=3
 9520 | contraception                  | 避孕                             | 🎓        | chunks=['con', 'tra', 'cep', 'tion'] | py=ㄎㄚㄣ-ㄊㄌㄚ-ㄙㄝㄆ-ㄒㄣ | theme=academic-words | stage=3
 9521 | coronary                       | 冠狀的                            | 🎨        | chunks=['co', 'ro', 'na', 'ry'] | py=ㄎㄛ-ㄌㄛ-ㄋㄚ-ㄌㄧ | theme=adjectives | stage=3
 9522 | cyst                           | 囊腫                             | 🏃        | chunks=['cy', 'st'] | py=ㄒㄧ-ㄙㄊ | theme=actions | stage=3
 9523 | epilepsy                       | 癲癇                             | 🦠        | chunks=['e', 'pi', 'lep', 'sy'] | py=ㄧ-ㄆㄧ-ㄌㄝㄆ-ㄗㄧ | theme=diseases | stage=3
 9524 | insomnia                       | 失眠                             | 🦠        | chunks=['in', 'som', 'nia'] | py=ㄧㄣ-ㄙㄚ-ㄋㄧㄚ | theme=diseases | stage=3
 9525 | insulin                        | 胰島素                            | 🏃        | chunks=['in', 'su', 'lin'] | py=ㄧㄣ-ㄙㄨ-ㄌㄧ | theme=actions | stage=3
 9526 | pandemic                       | 大流行                            | 🦠        | chunks=['pan', 'de', 'mic'] | py=ㄆㄢ-ㄉㄧ-ㄇㄧㄎ | theme=music | stage=3
 9527 | pediatric                      | 兒科的                            | 🎨        | chunks=['pe', 'diat', 'ric'] | py=ㄆㄜ-ㄉㄧㄚㄊ-ㄌㄧㄎ | theme=adjectives | stage=3
 9528 | relapse                        | 復發                             | 🏃        | chunks=['re', 'lap', 'se'] | py=ㄌㄧ-ㄌㄝㄆ-ㄙㄜ | theme=actions | stage=3
 9529 | rheumatism                     | 風濕                             | 🎓        | chunks=['rheu', 'ma', 'tism'] | py=ㄖㄏㄝㄚ-ㄇㄚ-ㄊㄧㄗㄣ | theme=academic-words | stage=3
 9530 | saliva                         | 唾液                             | 🏃        | chunks=['sa', 'li', 'va'] | py=ㄙㄚ-ㄌㄧ-ㄈㄚ | theme=actions | stage=3
 9531 | toothache                      | 牙痛                             | 🏃        | chunks=['toot', 'hac', 'he'] | py=ㄊㄨㄊ-ㄏㄚㄎ-ㄏㄝ | theme=actions | stage=3
