# 字 3000-4499
 3000 | attorney                       | 律師                             | ⚖️       | chunks=['at', 'tor', 'ney'] | py=ㄚ-ㄊㄜ-ㄋㄧ | theme=jobs-advanced | stage=2
 3545 | addict                         | 成癮者                            | 😞        | chunks=['ad', 'dict'] | py=ㄚ-ㄉㄧㄎㄊ | theme=medical | stage=2
 3546 | rehab                          | 復健                             | 🩺        | chunks=['re', 'hab'] | py=ㄌㄧ-ㄏㄚㄅ | theme=medical | stage=2
 3547 | detox                          | 排毒                             | 🧼        | chunks=['de', 'tox'] | py=ㄉㄧ-ㄊㄚㄎㄙ | theme=medical | stage=2
 3548 | trauma                         | 創傷                             | 😢        | chunks=['trau', 'ma'] | py=ㄊㄌㄛ-ㄇㄚ | theme=medical | stage=2
 3549 | chronic                        | 慢性                             | ⏳        | chunks=['chron', 'ic'] | py=ㄎㄌㄚ-ㄋㄧㄎ | theme=medical | stage=2
 3550 | acute                          | 急性                             | ⚠️       | chunks=['a', 'cute'] | py=ㄜ-ㄎㄧㄨㄊ | theme=medical | stage=2
 3551 | benign                         | 良性                             | 💚        | chunks=['be', 'nign'] | py=ㄅㄧ-ㄋㄞㄣ | theme=medical | stage=3
 3552 | malignant                      | 惡性                             | 🔴        | chunks=['ma', 'lig', 'nant'] | py=ㄇㄚ-ㄌㄧㄍ-ㄋㄣㄊ | theme=medical | stage=3
 3553 | tumor                          | 腫瘤                             | 🔴        | chunks=['tu', 'mor'] | py=ㄊㄨ-ㄇㄜ | theme=medical | stage=2
 3554 | swelling                       | 腫脹                             | 🔴        | chunks=['swell', 'ing'] | py=ㄙㄨㄝㄦ-ㄧㄥ | theme=medical | stage=2 base=swell
 3555 | inflammation                   | 發炎                             | 🔴        | chunks=['in', 'flam', 'ma', 'tion'] | py=ㄧㄣ-ㄈㄌㄜ-ㄇㄝ-ㄒㄣ | theme=medical | stage=3
 3556 | rash                           | 疹子                             | 🔴        | chunks=['r', 'ash'] | py=ㄌㄚㄒ | theme=medical | stage=2
 3557 | abscess                        | 膿包                             | 🔴        | chunks=['ab', 'scess'] | py=ㄚㄅ-ㄙㄝㄙ | theme=medical | stage=3
 3558 | hemorrhage                     | 出血                             | 🩸        | chunks=['hem', 'or', 'rhage'] | py=ㄏㄝㄇ-ㄜ-ㄌㄧㄐ | theme=medical | stage=3
 3559 | clot                           | 血塊                             | 🩸        | chunks=['cl', 'ot'] | py=ㄎㄌㄚㄊ | theme=medical | stage=3
 3560 | seizure                        | 癲癇發作                           | ⚡        | chunks=['sei', 'zure'] | py=ㄒㄧ-ㄓㄜ | theme=medical | stage=3
 3561 | spasm                          | 痙攣                             | ⚡        | chunks=['spas', 'm'] | py=ㄙㄆㄚㄗㄣ | theme=medical | stage=3
 3562 | cramp                          | 抽筋                             | 😣        | chunks=['cr', 'amp'] | py=ㄎㄌㄚㄇㄆ | theme=medical | stage=2
 3563 | twitch                         | 抽動                             | ⚡        | chunks=['tw', 'itch'] | py=ㄊㄨㄧㄑ | theme=medical | stage=2
 3564 | paralysis                      | 癱瘓                             | 🧎        | chunks=['pa', 'ral', 'y', 'sis'] | py=ㄆㄜ-ㄌㄚ-ㄜ-ㄒㄧㄙ | theme=medical | stage=3
 3565 | amnesia                        | 失憶                             | 🧠        | chunks=['am', 'ne', 'sia'] | py=ㄚㄇ-ㄋㄧ-ㄓㄜ | theme=medical | stage=3
 3566 | dementia                       | 失智                             | 🧠        | chunks=['de', 'men', 'tia'] | py=ㄉㄧ-ㄇㄣ-ㄒㄜ | theme=medical | stage=3
 3567 | nausea                         | 噁心                             | 🤢        | chunks=['nau', 'se', 'a'] | py=ㄋㄛ-ㄗㄧ-ㄜ | theme=medical | stage=2
 3568 | vomit                          | 嘔吐                             | 🤮        | chunks=['vom', 'it'] | py=ㄈㄚ-ㄇㄜㄊ | theme=medical | stage=1
 3569 | diarrhea                       | 腹瀉                             | 🤢        | chunks=['di', 'ar', 'rhe', 'a'] | py=ㄉㄞ-ㄜ-ㄌㄧ-ㄜ | theme=medical | stage=2
 3570 | constipation                   | 便秘                             | 😖        | chunks=['con', 'sti', 'pa', 'tion'] | py=ㄎㄢ-ㄙㄉㄜ-ㄆㄝ-ㄒㄣ | theme=medical | stage=2
 3571 | indigestion                    | 消化不良                           | 😖        | chunks=['in', 'di', 'ges', 'tion'] | py=ㄧㄣ-ㄉㄞ-ㄐㄝㄙ-ㄒㄣ | theme=medical | stage=2
 3572 | heartburn                      | 胃灼熱                            | 🔥        | chunks=['heart', 'burn'] | py=ㄏㄚㄦㄊ-ㄅㄜㄣ | theme=medical | stage=2
 3573 | choke                          | 噎到                             | 😵        | chunks=['ch', 'oke'] | py=ㄑㄛㄎ | theme=medical | stage=2
 3574 | dehydration                    | 脫水                             | 💧        | chunks=['de', 'hy', 'dra', 'tion'] | py=ㄉㄧ-ㄏㄞ-ㄉㄌㄝ-ㄒㄣ | theme=medical | stage=2
 3575 | hypothermia                    | 體溫過低                           | 🥶        | chunks=['hy', 'po', 'ther', 'mia'] | py=ㄏㄞ-ㄆㄛ-ㄙㄜ-ㄇㄧㄚ | theme=medical | stage=3
 3576 | frostbite                      | 凍傷                             | 🥶        | chunks=['frost', 'bite'] | py=ㄈㄌㄚㄙㄊ-ㄅㄞㄊ | theme=medical | stage=2
 3577 | transplant                     | 移植                             | 🩺        | chunks=['trans', 'plant'] | py=ㄊㄌㄚㄣㄙ-ㄆㄌㄚㄣㄊ | theme=medical | stage=2
 3578 | dialysis                       | 洗腎                             | 🩺        | chunks=['di', 'al', 'y', 'sis'] | py=ㄉㄞ-ㄚ-ㄜ-ㄒㄧㄙ | theme=medical | stage=3
 3579 | chemo                          | 化療                             | 💉        | chunks=['chem', 'o'] | py=ㄎㄧ-ㄇㄛ | theme=medical | stage=2
 3580 | radiotherapy                   | 放射治療                           | 📡        | chunks=['ra', 'di', 'o', 'ther', 'a', 'py'] | py=ㄌㄝ-ㄉㄧ-ㄛ-ㄙㄝ-ㄌㄜ-ㄆㄧ | theme=medical | stage=3
 3581 | placebo                        | 安慰劑                            | 💊        | chunks=['pla', 'ce', 'bo'] | py=ㄆㄌㄜ-ㄒㄧ-ㄅㄛ | theme=medical | stage=3
 3582 | fda                            | 美國食藥署                          | 🏛️       | chunks=['f', 'd', 'a'] | py=ㄝㄈ-ㄉㄧ-ㄝ | theme=medical | stage=3
 3583 | anesthetic                     | 麻醉劑                            | 😴        | chunks=['an', 'es', 'thet', 'ic'] | py=ㄚ-ㄋㄝㄙ-ㄒㄝ-ㄊㄧㄎ | theme=medical | stage=3
 3584 | biopsy                         | 切片                             | 🩺        | chunks=['bi', 'op', 'sy'] | py=ㄅㄞ-ㄚㄆ-ㄒㄧ | theme=medical | stage=3
 3585 | suture                         | 縫線                             | 🪡        | chunks=['su', 'ture'] | py=ㄙㄨ-ㄑㄜ | theme=medical | stage=3
 3586 | tourniquet                     | 止血帶                            | 🩹        | chunks=['tour', 'ni', 'quet'] | py=ㄊㄨㄦ-ㄋㄜ-ㄎㄝㄊ | theme=medical | stage=3
 3587 | splint                         | 夾板                             | 🦴        | chunks=['spl', 'int'] | py=ㄙㄆㄌㄧㄣㄊ | theme=medical | stage=3
 3588 | crutches                       | 拐杖                             | 🦯        | chunks=['crutch', 'es'] | py=ㄎㄌㄚㄑ-ㄝㄗ | theme=medical | stage=2
 3589 | cane                           | 拐杖、甘蔗                          | 🦯        | chunks=['c', 'ane'] | py=ㄎㄝㄣ | theme=medical | stage=2
 3590 | prosthetic                     | 義肢                             | 🦿        | chunks=['pros', 'thet', 'ic'] | py=ㄆㄌㄚㄙ-ㄙㄝ-ㄊㄧㄎ | theme=medical | stage=3
 3591 | implant                        | 植入物                            | 🩺        | chunks=['im', 'plant'] | py=ㄧㄇ-ㄆㄌㄚㄣㄊ | theme=medical | stage=3
 3592 | pacemaker                      | 心律調節器                          | ❤️       | chunks=['pace', 'ma', 'ker'] | py=ㄆㄝㄙ-ㄇㄝ-ㄎㄜ | theme=medical | stage=3
 3593 | ventilator                     | 呼吸器                            | 🫁        | chunks=['ven', 'ti', 'la', 'tor'] | py=ㄈㄣ-ㄊㄜ-ㄌㄝ-ㄊㄜ | theme=medical | stage=3
 3594 | defibrillator                  | 電擊器                            | ⚡        | chunks=['de', 'fi', 'bril', 'la', 'tor'] | py=ㄉㄧ-ㄈㄜ-ㄅㄌㄜ-ㄌㄝ-ㄊㄜ | theme=medical | stage=3
 3595 | gurney                         | 輪床                             | 🛏️       | chunks=['gur', 'ney'] | py=ㄍㄜ-ㄋㄧ | theme=medical | stage=3
 3596 | comatose                       | 昏迷                             | 😴        | chunks=['co', 'ma', 'tose'] | py=ㄎㄛ-ㄇㄜ-ㄊㄛㄙ | theme=medical | stage=3
 3597 | cardio                         | 有氧                             | 🏃        | chunks=['car', 'di', 'o'] | py=ㄎㄚㄦ-ㄉㄧ-ㄛ | theme=fitness | stage=1
 3598 | aerobic                        | 有氧                             | 🏃        | chunks=['a', 'er', 'o', 'bic'] | py=ㄝ-ㄌㄛ-ㄛ-ㄅㄧㄎ | theme=fitness | stage=2
 3599 | anaerobic                      | 無氧                             | 💪        | chunks=['an', 'a', 'er', 'o', 'bic'] | py=ㄚ-ㄋㄚ-ㄌㄛ-ㄛ-ㄅㄧㄎ | theme=fitness | stage=3
 3600 | hiit                           | 高強度間歇                          | 💪        | chunks=['h', 'i', 'i', 't'] | py=ㄏㄧㄊ | theme=fitness | stage=3
 3601 | crossfit                       | 混合健身                           | 💪        | chunks=['cross', 'fit'] | py=ㄎㄌㄚㄙ-ㄈㄧㄊ | theme=fitness | stage=2
 3602 | calisthenics                   | 徒手健身                           | 🤸        | chunks=['cal', 'is', 'then', 'ics'] | py=ㄎㄚ-ㄌㄜㄙ-ㄒㄝ-ㄋㄧㄎㄙ | theme=fitness | stage=3
 3603 | plyometric                     | 增強式                            | 🤸        | chunks=['ply', 'o', 'met', 'ric'] | py=ㄆㄌㄞ-ㄛ-ㄇㄝㄊ-ㄌㄧㄎ | theme=fitness | stage=3
 3604 | strength                       | 力量                             | 💪        | chunks=['str', 'ength'] | py=ㄙㄉㄌㄝㄥㄎㄙ | theme=fitness | stage=1
 3605 | endurance                      | 耐力                             | 🏃        | chunks=['en', 'dur', 'ance'] | py=ㄧㄣ-ㄉㄨㄜ-ㄢㄙ | theme=fitness | stage=2
 3606 | agility                        | 敏捷                             | 🤸        | chunks=['a', 'gil', 'i', 'ty'] | py=ㄚ-ㄐㄜ-ㄌㄜ-ㄊㄧ | theme=fitness | stage=2
 3607 | flexibility                    | 柔軟度                            | 🤸        | chunks=['flex', 'i', 'bil', 'i', 'ty'] | py=ㄈㄌㄝㄎㄙ-ㄜ-ㄅㄧ-ㄌㄜ-ㄊㄧ | theme=fitness | stage=2
 3608 | mobility                       | 活動力                            | 🤸        | chunks=['mo', 'bil', 'i', 'ty'] | py=ㄇㄛ-ㄅㄧ-ㄌㄜ-ㄊㄧ | theme=fitness | stage=2
 3609 | posture                        | 姿勢                             | 🧍        | chunks=['pos', 'ture'] | py=ㄆㄚㄙ-ㄑㄜ | theme=fitness | stage=2
 3610 | stamina                        | 耐力                             | 🏃        | chunks=['stam', 'i', 'na'] | py=ㄙㄉㄚ-ㄇㄜ-ㄋㄚ | theme=fitness | stage=3
 3611 | warmup                         | 暖身                             | 🤸        | chunks=['warm', 'up'] | py=ㄨㄛㄦㄇ-ㄚㄆ | theme=fitness | stage=1
 3612 | cooldown                       | 收操                             | 🧘        | chunks=['cool', 'down'] | py=ㄎㄨㄦ-ㄉㄠㄣ | theme=fitness | stage=2
 3613 | squat                          | 深蹲                             | 🏋️       | chunks=['sq', 'uat'] | py=ㄙㄎㄨㄚㄊ | theme=fitness | stage=1
 3614 | lunge                          | 弓步                             | 🏃        | chunks=['l', 'unge'] | py=ㄌㄚㄣㄐ | theme=fitness | stage=2
 3615 | plank                          | 平板                             | 💪        | chunks=['pl', 'ank'] | py=ㄆㄌㄚㄣㄎ | theme=fitness | stage=1
 3616 | crunch                         | 仰臥起坐                           | 💪        | chunks=['cr', 'unch'] | py=ㄎㄌㄚㄣㄑ | theme=fitness | stage=1
 3617 | situp                          | 仰臥起坐                           | 💪        | chunks=['sit', 'up'] | py=ㄒㄜㄊ-ㄚㄆ | theme=fitness | stage=1
 3618 | pushup                         | 伏地挺身                           | 💪        | chunks=['push', 'up'] | py=ㄆㄨㄒ-ㄚㄆ | theme=fitness | stage=1
 3619 | pullup                         | 引體向上                           | 💪        | chunks=['pull', 'up'] | py=ㄆㄨㄦ-ㄚㄆ | theme=fitness | stage=2
 3620 | deadlift                       | 硬舉                             | 🏋️       | chunks=['dead', 'lift'] | py=ㄉㄝㄉ-ㄌㄧㄈㄊ | theme=fitness | stage=2
 3621 | press                          | 推舉(健身)、新聞媒體                    | 💪        | chunks=['pr', 'ess'] | py=ㄆㄌㄝㄙ | theme=fitness | stage=1
 3622 | curl                           | 彎舉(健身)、捲髮                      | 💪        | chunks=['c', 'url'] | py=ㄎㄜㄦ | theme=fitness | stage=1
 3623 | dumbbell                       | 啞鈴                             | 🏋️       | chunks=['dumb', 'bell'] | py=ㄉㄚㄇ-ㄅㄝㄦ | theme=fitness | stage=1
 3624 | barbell                        | 槓鈴                             | 🏋️       | chunks=['bar', 'bell'] | py=ㄅㄚㄦ-ㄅㄝㄦ | theme=fitness | stage=2
 3625 | kettlebell                     | 壺鈴                             | 🏋️       | chunks=['ket', 'tle', 'bell'] | py=ㄎㄝ-ㄉㄜ-ㄅㄝㄦ | theme=fitness | stage=2
 3626 | weights                        | 重量訓練                           | 🏋️       | chunks=['w', 'eights'] | py=ㄨㄝㄊㄗ | theme=fitness | stage=1
 3627 | plates                         | 槓片、盤子                          | ⚙️       | chunks=['pl', 'ates'] | py=ㄆㄌㄝㄊㄗ | theme=fitness | stage=2
 3628 | rack                           | 深蹲架、架子                         | ⚙️       | chunks=['r', 'ack'] | py=ㄌㄚㄎ | theme=fitness | stage=2
 3629 | treadmill                      | 跑步機                            | 🏃        | chunks=['tread', 'mill'] | py=ㄊㄌㄝㄉ-ㄇㄧㄦ | theme=fitness | stage=2
 3630 | elliptical                     | 橢圓機                            | 🏃        | chunks=['el', 'lip', 'ti', 'cal'] | py=ㄧ-ㄌㄧㄆ-ㄊㄜ-ㄎㄜ | theme=fitness | stage=3
 3631 | stationarybike                 | 飛輪                             | 🚴        | chunks=['sta', 'tion', 'ar', 'y', 'bike'] | py=ㄙㄉㄝ-ㄒㄣ-ㄝ-ㄦ-ㄅㄞㄎ | theme=fitness | stage=3
 3632 | zumba                          | 尊巴                             | 💃        | chunks=['zum', 'ba'] | py=ㄗㄚㄇ-ㄅㄚ | theme=fitness | stage=2
 3633 | spinning                       | 飛輪課、旋轉                         | 🚴        | chunks=['spin', 'ning'] | py=ㄙㄆㄧㄣ-ㄋㄧㄥ | theme=fitness | stage=2 base=spin
 3634 | bootcamp                       | 訓練營                            | 💪        | chunks=['boot', 'camp'] | py=ㄅㄨㄊ-ㄎㄚㄇㄆ | theme=fitness | stage=2
 3635 | membership                     | 會員資格                           | 🆔        | chunks=['mem', 'ber', 'ship'] | py=ㄇㄝㄇ-ㄅㄜ-ㄒㄧㄆ | theme=fitness | stage=2
 3636 | subscription                   | 訂閱                             | 📋        | chunks=['sub', 'scrip', 'tion'] | py=ㄙㄚㄅ-ㄙㄎㄌㄧㄆ-ㄒㄣ | theme=fitness | stage=2
