# 字 1500-2999
 1500 | both                           | 兩者都                            | ✌️       | chunks=['b', 'oth'] | py=ㄅㄛㄙ | theme=sight-words | stage=1
 2028 | soju                           | 燒酒                             | 🍶        | chunks=['so', 'ju'] | py=ㄙㄛ-ㄐㄨ | theme=drinks | stage=3
 2029 | ale                            | 愛爾啤酒                           | 🍺        | chunks=['a', 'le'] | py=ㄝㄦ | theme=drinks | stage=2
 2030 | lager                          | 拉格啤酒                           | 🍺        | chunks=['la', 'ger'] | py=ㄌㄚ-ㄍㄜ | theme=drinks | stage=3
 2031 | stout                          | 司陶特                            | 🍺        | chunks=['st', 'out'] | py=ㄙㄉㄠㄊ | theme=drinks | stage=3
 2032 | cider                          | 蘋果酒                            | 🍎        | chunks=['ci', 'der'] | py=ㄙㄞ-ㄉㄜ | theme=drinks | stage=2
 2033 | punch                          | 潘趣酒、賓治                         | 🍹        | chunks=['p', 'unch'] | py=ㄆㄚㄣㄑ | theme=drinks | stage=2
 2034 | mocktail                       | 無酒精雞尾酒                         | 🍹        | chunks=['mock', 'tail'] | py=ㄇㄚㄎ-ㄊㄟㄦ | theme=drinks | stage=2
 2035 | mojito                         | 莫吉托                            | 🍹        | chunks=['mo', 'ji', 'to'] | py=ㄇㄛ-ㄏㄧ-ㄊㄛ | theme=drinks | stage=3
 2036 | martini                        | 馬丁尼                            | 🍸        | chunks=['mar', 'ti', 'ni'] | py=ㄇㄚㄦ-ㄊㄧ-ㄋㄧ | theme=drinks | stage=3
 2037 | margarita                      | 瑪格麗特                           | 🍹        | chunks=['mar', 'ga', 'ri', 'ta'] | py=ㄇㄚㄦ-ㄍㄚ-ㄌㄜ-ㄊㄚ | theme=drinks | stage=3
 2038 | cappuccino                     | 卡布奇諾                           | ☕        | chunks=['cap', 'puc', 'ci', 'no'] | py=ㄎㄚ-ㄆㄨ-ㄑㄧ-ㄋㄛ | theme=drinks | stage=2
 2039 | americano                      | 美式咖啡                           | ☕        | chunks=['a', 'mer', 'i', 'ca', 'no'] | py=ㄚ-ㄇㄝ-ㄌㄜ-ㄎㄚ-ㄋㄛ | theme=drinks | stage=2
 2040 | mocha                          | 摩卡                             | ☕        | chunks=['mo', 'cha'] | py=ㄇㄛ-ㄎㄚ | theme=drinks | stage=2
 2041 | frappe                         | 冰沙咖啡                           | 🥤        | chunks=['frap', 'pe'] | py=ㄈㄌㄚ-ㄆㄟ | theme=drinks | stage=3
 2042 | decaf                          | 低咖啡因                           | ☕        | chunks=['de', 'caf'] | py=ㄉㄧ-ㄎㄚㄈ | theme=drinks | stage=3
 2043 | chai                           | 印度奶茶                           | ☕        | chunks=['ch', 'ai'] | py=ㄑㄞ | theme=drinks | stage=2
 2044 | oolong                         | 烏龍茶                            | 🍵        | chunks=['oo', 'long'] | py=ㄨ-ㄌㄚㄥ | theme=drinks | stage=2
 2045 | jasmine                        | 茉莉、茉莉花                         | 🍵        | chunks=['jas', 'mine'] | py=ㄐㄚㄗ-ㄇㄧㄣ | theme=drinks | stage=2
 2046 | chamomile                      | 洋甘菊                            | 🌼        | chunks=['cham', 'o', 'mile'] | py=ㄎㄚ-ㄇㄜ-ㄇㄞㄦ | theme=drinks | stage=3
 2047 | greentea                       | 綠茶                             | 🍵        | chunks=['green', 'tea'] | py=ㄍㄌㄧㄣ-ㄊㄧ | theme=drinks | stage=1
 2048 | milktea                        | 奶茶                             | 🥤        | chunks=['milk', 'tea'] | py=ㄇㄧㄦㄎ-ㄊㄧ | theme=drinks | stage=1
 2049 | bubbletea                      | 珍珠奶茶                           | 🧋        | chunks=['bub', 'ble', 'tea'] | py=ㄅㄚ-ㄅㄜ-ㄊㄧ | theme=drinks | stage=1
 2050 | slush                          | 碎冰飲                            | 🥤        | chunks=['sl', 'ush'] | py=ㄙㄌㄚㄒ | theme=drinks | stage=2
 2051 | snowcone                       | 刨冰                             | 🍧        | chunks=['snow', 'cone'] | py=ㄙㄋㄛ-ㄎㄛㄣ | theme=drinks | stage=2
 2052 | prosecco                       | 普羅賽克                           | 🍾        | chunks=['pro', 'sec', 'co'] | py=ㄆㄌㄛ-ㄙㄝ-ㄎㄛ | theme=drinks | stage=3
 2053 | sparkling                      | 氣泡的                            | 🍾        | chunks=['spark', 'ling'] | py=ㄙㄆㄚㄦㄎ-ㄌㄧㄥ | theme=drinks | stage=2 base=sparkle
 2054 | mineralwater                   | 礦泉水                            | 💧        | chunks=['min', 'er', 'al', 'wa', 'ter'] | py=ㄇㄧ-ㄋㄜ-ㄦ-ㄨㄛ-ㄊㄜ | theme=drinks | stage=2
 2055 | tapwater                       | 自來水                            | 🚰        | chunks=['tap', 'wa', 'ter'] | py=ㄊㄚㄆ-ㄨㄛ-ㄊㄜ | theme=drinks | stage=2
 2056 | sodawater                      | 蘇打水                            | 🥤        | chunks=['so', 'da', 'wa', 'ter'] | py=ㄙㄛ-ㄉㄚ-ㄨㄛ-ㄊㄜ | theme=drinks | stage=2
 2057 | tonicwater                     | 通寧水                            | 🥤        | chunks=['ton', 'ic', 'wa', 'ter'] | py=ㄊㄚ-ㄋㄧㄎ-ㄨㄛ-ㄊㄜ | theme=drinks | stage=3
 2058 | beverage                       | 飲料                             | 🥤        | chunks=['bev', 'er', 'age'] | py=ㄅㄝ-ㄈㄜ-ㄌㄧㄐ | theme=drinks | stage=2
 2059 | liquor                         | 烈酒                             | 🍷        | chunks=['li', 'quor'] | py=ㄌㄧ-ㄎㄜ | theme=drinks | stage=3
 2060 | spirit                         | 烈酒                             | 🍶        | chunks=['spi', 'rit'] | py=ㄙㄆㄧ-ㄌㄝㄊ | theme=drinks | stage=2
 2061 | hotchocolate                   | 熱可可                            | ☕        | chunks=['hot', 'choc', 'o', 'late'] | py=ㄏㄚㄊ-ㄑㄚㄎ-ㄜ-ㄌㄝㄊ | theme=drinks | stage=1
 2062 | eggnog                         | 蛋酒                             | 🥃        | chunks=['egg', 'nog'] | py=ㄝㄍ-ㄋㄚㄍ | theme=drinks | stage=3
 2063 | buttermilk                     | 白脫牛奶                           | 🥛        | chunks=['but', 'ter', 'milk'] | py=ㄅㄚ-ㄊㄜ-ㄇㄧㄦㄎ | theme=drinks | stage=2
 2064 | kombucha                       | 康普茶                            | 🥤        | chunks=['kom', 'bu', 'cha'] | py=ㄎㄚㄇ-ㄅㄨ-ㄑㄚ | theme=drinks | stage=3
 2065 | rootbeer                       | 麥根沙士                           | 🥤        | chunks=['root', 'beer'] | py=ㄌㄨㄊ-ㄅㄧㄜ | theme=drinks | stage=2
 2066 | fizz                           | 氣泡飲                            | 🥤        | chunks=['f', 'izz'] | py=ㄈㄧㄗ | theme=drinks | stage=2
 2067 | nectar                         | 果蜜                             | 🍯        | chunks=['nec', 'tar'] | py=ㄋㄝㄎ-ㄊㄜ | theme=drinks | stage=2
 2068 | brew                           | 釀造飲品、啤酒                        | 🍺        | chunks=['br', 'ew'] | py=ㄅㄌㄨ | theme=drinks | stage=2
 2069 | shake                          | 奶昔                             | 🥤        | chunks=['sh', 'ake'] | py=ㄒㄟㄎ | theme=drinks | stage=1
 2070 | tart                           | 塔派                             | 🥧        | chunks=['t', 'art'] | py=ㄊㄚㄦㄊ | theme=desserts | stage=1
 2071 | custard                        | 卡士達                            | 🍮        | chunks=['cus', 'tard'] | py=ㄎㄚㄙ-ㄊㄜㄉ | theme=desserts | stage=2
 2072 | mousse                         | 慕斯                             | 🍮        | chunks=['m', 'ousse'] | py=ㄇㄨㄙ | theme=desserts | stage=2
 2073 | sorbet                         | 雪酪、果露冰                         | 🍧        | chunks=['sor', 'bet'] | py=ㄙㄛㄦ-ㄅㄝ | theme=desserts | stage=3
 2074 | gelato                         | 義式冰淇淋                          | 🍨        | chunks=['ge', 'la', 'to'] | py=ㄐㄜ-ㄌㄚ-ㄊㄛ | theme=desserts | stage=2
 2075 | sherbet                        | 雪酪                             | 🍧        | chunks=['sher', 'bet'] | py=ㄒㄜ-ㄅㄝㄊ | theme=desserts | stage=3
 2076 | parfait                        | 芭菲                             | 🍨        | chunks=['par', 'fait'] | py=ㄆㄚㄦ-ㄈㄟ | theme=desserts | stage=3
 2077 | sundae                         | 聖代                             | 🍨        | chunks=['sun', 'dae'] | py=ㄙㄚㄣ-ㄉㄟ | theme=desserts | stage=2
 2078 | popsicle                       | 冰棒                             | 🍡        | chunks=['pop', 'si', 'cle'] | py=ㄆㄚㄆ-ㄒㄜ-ㄎㄜ | theme=desserts | stage=1
 2079 | lollipop                       | 棒棒糖                            | 🍭        | chunks=['lol', 'li', 'pop'] | py=ㄌㄚ-ㄌㄧ-ㄆㄚㄆ | theme=desserts | stage=1
 2080 | cupcake                        | 杯子蛋糕                           | 🧁        | chunks=['cup', 'cake'] | py=ㄎㄚㄆ-ㄎㄟㄎ | theme=desserts | stage=1
 2081 | cheesecake                     | 起司蛋糕                           | 🍰        | chunks=['cheese', 'cake'] | py=ㄑㄧㄗ-ㄎㄟㄎ | theme=desserts | stage=1
 2082 | fudge                          | 軟糖                             | 🍫        | chunks=['f', 'udge'] | py=ㄈㄚㄐ | theme=desserts | stage=2
 2083 | toffee                         | 太妃糖                            | 🍬        | chunks=['tof', 'fee'] | py=ㄊㄚ-ㄈㄧ | theme=desserts | stage=2
 2084 | caramel                        | 焦糖                             | 🍮        | chunks=['car', 'a', 'mel'] | py=ㄎㄝ-ㄜ-ㄇㄜ | theme=desserts | stage=2
 2085 | praline                        | 果仁糖                            | 🍬        | chunks=['pra', 'line'] | py=ㄆㄌㄚ-ㄌㄧㄣ | theme=desserts | stage=3
 2086 | truffle                        | 松露巧克力                          | 🍫        | chunks=['truf', 'fle'] | py=ㄊㄌㄚ-ㄈㄜ | theme=desserts | stage=3
 2087 | macaroon                       | 馬卡龍                            | 🍪        | chunks=['mac', 'a', 'roon'] | py=ㄇㄚ-ㄎㄜ-ㄌㄨㄣ | theme=desserts | stage=2
 2088 | macaron                        | 法式小圓餅                          | 🍪        | chunks=['mac', 'a', 'ron'] | py=ㄇㄚ-ㄎㄚ-ㄌㄚㄣ | theme=desserts | stage=2
 2089 | eclair                         | 閃電泡芙                           | 🥐        | chunks=['e', 'clair'] | py=ㄝ-ㄎㄌㄝㄜ | theme=desserts | stage=3
 2090 | profiterole                    | 小泡芙                            | 🥐        | chunks=['pro', 'fit', 'e', 'role'] | py=ㄆㄌㄚ-ㄈㄜ-ㄊㄜ-ㄌㄛㄦ | theme=desserts | stage=3
 2091 | crepe                          | 可麗餅                            | 🥞        | chunks=['cr', 'epe'] | py=ㄎㄌㄝㄆ | theme=desserts | stage=2
 2092 | tiramisu                       | 提拉米蘇                           | 🍰        | chunks=['ti', 'ra', 'mi', 'su'] | py=ㄊㄧ-ㄌㄚ-ㄇㄧ-ㄙㄨ | theme=desserts | stage=2
 2093 | baklava                        | 果仁蜜餅                           | 🥮        | chunks=['bak', 'la', 'va'] | py=ㄅㄚㄎ-ㄌㄚ-ㄈㄚ | theme=desserts | stage=3
 2094 | churro                         | 吉拿棒                            | 🥖        | chunks=['chur', 'ro'] | py=ㄑㄨ-ㄌㄛ | theme=desserts | stage=2
 2095 | cannoli                        | 義式甜捲                           | 🥮        | chunks=['can', 'no', 'li'] | py=ㄎㄚ-ㄋㄛ-ㄌㄧ | theme=desserts | stage=3
 2096 | biscotti                       | 義式脆餅                           | 🍪        | chunks=['bis', 'cot', 'ti'] | py=ㄅㄧㄙ-ㄎㄚ-ㄊㄧ | theme=desserts | stage=3
 2097 | scone                          | 司康                             | 🥯        | chunks=['sc', 'one'] | py=ㄙㄎㄛㄣ | theme=desserts | stage=2
 2098 | shortbread                     | 奶油酥餅                           | 🍪        | chunks=['short', 'bread'] | py=ㄒㄛㄦㄊ-ㄅㄌㄝㄉ | theme=desserts | stage=2
 2099 | gingerbread                    | 薑餅                             | 🍪        | chunks=['gin', 'ger', 'bread'] | py=ㄐㄧㄣ-ㄐㄜ-ㄅㄌㄝㄉ | theme=desserts | stage=2
 2100 | mooncake                       | 月餅                             | 🥮        | chunks=['moon', 'cake'] | py=ㄇㄨㄣ-ㄎㄟㄎ | theme=desserts | stage=1
 2101 | mochi                          | 麻糬                             | 🍡        | chunks=['mo', 'chi'] | py=ㄇㄛ-ㄑㄧ | theme=desserts | stage=1
 2102 | halva                          | 芝麻酥糖(哈爾瓦)                      | 🍬        | chunks=['hal', 'va'] | py=ㄏㄚㄦ-ㄈㄚ | theme=desserts | stage=3
 2103 | flan                           | 焦糖布丁                           | 🍮        | chunks=['fl', 'an'] | py=ㄈㄌㄚㄣ | theme=desserts | stage=2
 2104 | gummy                          | 軟糖                             | 🍬        | chunks=['gum', 'my'] | py=ㄍㄚ-ㄇㄧ | theme=desserts | stage=1
 2105 | jellybean                      | 雷根糖                            | 🍬        | chunks=['jel', 'ly', 'bean'] | py=ㄐㄝ-ㄌㄧ-ㄅㄧㄣ | theme=desserts | stage=2
 2106 | licorice                       | 甘草糖                            | 🍬        | chunks=['li', 'co', 'rice'] | py=ㄌㄧ-ㄎㄜ-ㄌㄧㄒ | theme=desserts | stage=3
 2107 | nougat                         | 牛軋糖                            | 🍬        | chunks=['nou', 'gat'] | py=ㄋㄨ-ㄍㄚㄊ | theme=desserts | stage=3
 2108 | taffy                          | 太妃糖                            | 🍬        | chunks=['taf', 'fy'] | py=ㄊㄚ-ㄈㄧ | theme=desserts | stage=3
 2109 | cottoncandy                    | 棉花糖                            | 🍬        | chunks=['cot', 'ton', 'can', 'dy'] | py=ㄎㄚ-ㄉㄣ-ㄎㄢ-ㄉㄧ | theme=desserts | stage=2
 2110 | gumdrop                        | 水果糖                            | 🍬        | chunks=['gum', 'drop'] | py=ㄍㄚㄇ-ㄉㄌㄚㄆ | theme=desserts | stage=3
 2111 | sweets                         | 甜食                             | 🍬        | chunks=['sw', 'eets'] | py=ㄙㄨㄧㄊㄙ | theme=desserts | stage=1
 2112 | treat                          | 小點心                            | 🍡        | chunks=['tr', 'eat'] | py=ㄊㄌㄧㄊ | theme=desserts | stage=1
 2113 | frosting                       | 糖霜                             | 🎂        | chunks=['fros', 'ting'] | py=ㄈㄌㄚㄙ-ㄊㄧㄥ | theme=desserts | stage=2 base=frost
 2114 | icing                          | 糖衣                             | 🎂        | chunks=['i', 'cing'] | py=ㄞ-ㄒㄧㄥ | theme=desserts | stage=2 base=ice
 2115 | glaze                          | 糖釉                             | 🎂        | chunks=['gl', 'aze'] | py=ㄍㄌㄟㄗ | theme=desserts | stage=2
 2116 | sprinkle                       | 糖粒                             | 🎂        | chunks=['sprin', 'kle'] | py=ㄙㄆㄌㄧㄣ-ㄎㄜ | theme=desserts | stage=2
 2117 | fondue                         | 起司火鍋、巧克力鍋                      | 🍫        | chunks=['fon', 'due'] | py=ㄈㄚㄣ-ㄉㄧㄨ | theme=desserts | stage=3
 2118 | cross                          | 十字                             | ➕        | chunks=['cr', 'oss'] | py=ㄎㄌㄚㄙ | theme=shapes | stage=1
 2119 | arrow                          | 箭頭                             | ➡️       | chunks=['ar', 'row'] | py=ㄝ-ㄌㄛ | theme=shapes | stage=1
 2120 | sphere                         | 球體                             | 🔵        | chunks=['sph', 'ere'] | py=ㄙㄈㄧㄦ | theme=shapes | stage=2
 2121 | cylinder                       | 圓柱                             | 🥫        | chunks=['cyl', 'in', 'der'] | py=ㄒㄧ-ㄌㄧㄣ-ㄉㄜ | theme=shapes | stage=2
 2122 | cone                           | 圓錐                             | 🍦        | chunks=['c', 'one'] | py=ㄎㄛㄣ | theme=shapes | stage=2
 2123 | pyramid                        | 金字塔                            | 🔺        | chunks=['py', 'ra', 'mid'] | py=ㄆㄧ-ㄌㄜ-ㄇㄧㄉ | theme=shapes | stage=2
