# 字 0-1499
    0 | bedtime                        | 就寢時間                           | 🛏️🕘      | chunks=['bed', 'time'] | py=ㄅㄝㄉ-ㄊㄞㄇ | theme=phonics-compound | stage=0
  599 | doubt                          | 懷疑                             | 🤨        | chunks=['d', 'oubt'] | py=ㄉㄠㄊ | theme=emotions | stage=2
  600 | enjoy                          | 享受                             | 🥳        | chunks=['en', 'joy'] | py=ㄧㄣ-ㄐㄛㄧ | theme=emotions | stage=1
  601 | cheer                          | 歡呼                             | 📣        | chunks=['ch', 'eer'] | py=ㄑㄧㄦ | theme=emotions | stage=1
  602 | weep                           | 哭泣                             | 😭        | chunks=['w', 'eep'] | py=ㄨㄧㄆ | theme=emotions | stage=2
  603 | frown                          | 皺眉                             | 🙁        | chunks=['fr', 'own'] | py=ㄈㄌㄠㄣ | theme=emotions | stage=2
  604 | blush                          | 臉紅                             | 😊        | chunks=['bl', 'ush'] | py=ㄅㄌㄚㄒ | theme=emotions | stage=2
  605 | sigh                           | 嘆氣                             | 😮‍💨      | chunks=['s', 'igh'] | py=ㄙㄞ | theme=emotions | stage=2
  606 | yell                           | 大叫                             | 😤        | chunks=['y', 'ell'] | py=ㄧㄝㄦ | theme=emotions | stage=1
  607 | scream                         | 尖叫                             | 😱        | chunks=['scr', 'eam'] | py=ㄙㄎㄌㄧㄇ | theme=emotions | stage=1
  608 | silly                          | 傻氣                             | 🤪        | chunks=['sil', 'ly'] | py=ㄒㄧ-ㄌㄧ | theme=emotions | stage=1
  609 | serious                        | 嚴肅                             | 🧐        | chunks=['ser', 'ious'] | py=ㄒㄧ-ㄌㄧㄚㄙ | theme=emotions | stage=2
  610 | gentle                         | 溫柔                             | 🤗        | chunks=['gen', 'tle'] | py=ㄐㄣ-ㄉㄜ | theme=emotions | stage=2
  611 | honest                         | 誠實                             | 🕊️       | chunks=['ho', 'nest'] | py=ㄚ-ㄋㄝㄙㄊ | theme=emotions | stage=2
  612 | polite                         | 有禮貌                            | 🙇        | chunks=['po', 'lite'] | py=ㄆㄛ-ㄌㄞㄊ | theme=emotions | stage=2
  613 | rude                           | 無禮                             | 😒        | chunks=['r', 'ude'] | py=ㄌㄨㄉ | theme=emotions | stage=2
  614 | friendly                       | 友善                             | 🤗        | chunks=['friend', 'ly'] | py=ㄈㄌㄝㄣ-ㄌㄧ | theme=emotions | stage=1 base=friend
  615 | silent                         | 沉默                             | 🤐        | chunks=['si', 'lent'] | py=ㄙㄞ-ㄌㄣㄊ | theme=emotions | stage=2
  616 | fond                           | 喜愛                             | 💕        | chunks=['f', 'ond'] | py=ㄈㄚㄣㄉ | theme=emotions | stage=2
  617 | a                              | 一                              | 1️⃣      | chunks=['a'] | py=ㄜ / ㄝ | theme=sight-words | stage=0
  618 | to                             | 到                              | ➡️       | chunks=['t', 'o'] | py=ㄊㄨ | theme=sight-words | stage=0 [有易混提示]
  619 | of                             | 的                              | 🔗        | chunks=['o', 'f'] | py=ㄚㄈ | theme=sight-words | stage=0
  620 | at                             | 在                              | 🎯        | chunks=['a', 't'] | py=ㄚㄊ | theme=sight-words | stage=0
  621 | for                            | 為了                             | 🎁        | chunks=['f', 'or'] | py=ㄈㄛㄦ | theme=sight-words | stage=0
  622 | with                           | 跟                              | 👫        | chunks=['w', 'ith'] | py=ㄨㄧㄒ | theme=sight-words | stage=0
  623 | by                             | 旁邊                             | 🪟        | chunks=['b', 'y'] | py=ㄅㄞ | theme=sight-words | stage=0
  624 | from                           | 從                              | 🚪        | chunks=['fr', 'om'] | py=ㄈㄌㄚㄇ | theme=sight-words | stage=0
  625 | as                             | 像                              | 🔁        | chunks=['a', 's'] | py=ㄝㄗ | theme=sight-words | stage=0
  626 | but                            | 但是                             | ➖        | chunks=['b', 'ut'] | py=ㄅㄚㄊ | theme=sight-words | stage=0
  627 | or                             | 或                              | ↔️       | chunks=['o', 'r'] | py=ㄛㄦ | theme=sight-words | stage=0 [有易混提示]
  628 | so                             | 所以                             | ➡️       | chunks=['s', 'o'] | py=ㄙㄛ | theme=sight-words | stage=0 [有易混提示]
  629 | if                             | 如果                             | 🤔        | chunks=['i', 'f'] | py=ㄧㄈ | theme=sight-words | stage=0
  630 | then                           | 然後                             | 👉        | chunks=['th', 'en'] | py=ㄉㄧㄣ | theme=sight-words | stage=0 [有易混提示]
  631 | than                           | 比                              | ⚖️       | chunks=['th', 'an'] | py=ㄉㄢ | theme=sight-words | stage=1 [有易混提示]
  632 | when                           | 何時                             | ❓        | chunks=['wh', 'en'] | py=ㄨㄝㄣ | theme=sight-words | stage=0
  633 | where                          | 哪裡                             | 📍        | chunks=['wh', 'ere'] | py=ㄨㄝㄜ | theme=sight-words | stage=0 [有易混提示]
  634 | why                            | 為什麼                            | ❓        | chunks=['wh', 'y'] | py=ㄨㄞ | theme=sight-words | stage=0
  635 | how                            | 如何                             | ❓        | chunks=['h', 'ow'] | py=ㄏㄠ | theme=sight-words | stage=0
  636 | what                           | 什麼                             | ❓        | chunks=['wh', 'at'] | py=ㄨㄚㄊ | theme=sight-words | stage=0
  637 | who                            | 誰                              | ❓        | chunks=['wh', 'o'] | py=ㄏㄨ | theme=sight-words | stage=0
  638 | this                           | 這                              | 👇        | chunks=['th', 'is'] | py=ㄉㄧㄙ | theme=sight-words | stage=0
  639 | that                           | 那                              | 👉        | chunks=['th', 'at'] | py=ㄉㄚㄊ | theme=sight-words | stage=0
  640 | these                          | 這些                             | 👇        | chunks=['th', 'ese'] | py=ㄉㄧㄗ | theme=sight-words | stage=1
  641 | those                          | 那些                             | 👉        | chunks=['th', 'ose'] | py=ㄉㄛㄗ | theme=sight-words | stage=1
  642 | there                          | 那裡                             | 📍        | chunks=['th', 'ere'] | py=ㄉㄝㄜ | theme=sight-words | stage=0 [有易混提示]
  643 | here                           | 這裡                             | 📍        | chunks=['h', 'ere'] | py=ㄏㄧㄦ | theme=sight-words | stage=0 [有易混提示]
  644 | some                           | 一些                             | 🤏        | chunks=['s', 'ome'] | py=ㄙㄚㄇ | theme=sight-words | stage=0 [有易混提示]
  645 | any                            | 任何                             | ❓        | chunks=['a', 'ny'] | py=ㄝ-ㄋㄧ | theme=sight-words | stage=1
  646 | all                            | 全部                             | 💯        | chunks=['a', 'll'] | py=ㄛㄦ | theme=sight-words | stage=0
  647 | each                           | 每                              | 1️⃣      | chunks=['ea', 'ch'] | py=ㄧㄑ | theme=sight-words | stage=1
  648 | every                          | 每個                             | 🔁        | chunks=['eve', 'ry'] | py=ㄝㄈ-ㄌㄧ | theme=sight-words | stage=1
  649 | many                           | 許多                             | 👨‍👩‍👧‍👦  | chunks=['ma', 'ny'] | py=ㄇㄝ-ㄋㄧ | theme=sight-words | stage=1 [有易混提示]
  650 | much                           | 很多                             | 📊        | chunks=['m', 'uch'] | py=ㄇㄚㄑ | theme=sight-words | stage=1 [有易混提示]
  651 | most                           | 大多數                            | 🏆        | chunks=['m', 'ost'] | py=ㄇㄛㄙㄊ | theme=sight-words | stage=1 base=many
  652 | few                            | 少                              | 🤏        | chunks=['f', 'ew'] | py=ㄈㄧㄨ | theme=sight-words | stage=1 [有易混提示]
  653 | other                          | 其他                             | 🔄        | chunks=['o', 'ther'] | py=ㄚ-ㄉㄜ | theme=sight-words | stage=1
  654 | another                        | 另一                             | ➕        | chunks=['a', 'no', 'ther'] | py=ㄚ-ㄋㄚ-ㄉㄜ | theme=sight-words | stage=1
  655 | only                           | 只                              | 1️⃣      | chunks=['on', 'ly'] | py=ㄛㄣ-ㄌㄧ | theme=sight-words | stage=1
  656 | just                           | 剛剛、只                           | 👉        | chunks=['j', 'ust'] | py=ㄐㄚㄙㄊ | theme=sight-words | stage=1
  657 | also                           | 也                              | ➕        | chunks=['al', 'so'] | py=ㄛㄦ-ㄙㄛ | theme=sight-words | stage=1
  658 | too                            | 太、也                            | ➕        | chunks=['t', 'oo'] | py=ㄊㄨ | theme=sight-words | stage=0 [有易混提示]
  659 | very                           | 非常                             | ‼️       | chunks=['ve', 'ry'] | py=ㄈㄝ-ㄌㄧ | theme=sight-words | stage=0
  660 | really                         | 真的                             | 💯        | chunks=['real', 'ly'] | py=ㄌㄧㄦ-ㄌㄧ | theme=sight-words | stage=1 base=real
  661 | always                         | 總是                             | 🔁        | chunks=['al', 'ways'] | py=ㄛㄦ-ㄨㄝㄗ | theme=sight-words | stage=1
  662 | never                          | 從不                             | 🚫        | chunks=['ne', 'ver'] | py=ㄋㄝ-ㄈㄜ | theme=sight-words | stage=1
  663 | often                          | 常常                             | 🔁        | chunks=['of', 'ten'] | py=ㄛㄈ-ㄣ | theme=sight-words | stage=1
  664 | sometimes                      | 有時候                            | ⏰        | chunks=['some', 'times'] | py=ㄙㄚㄇ-ㄊㄞㄇㄗ | theme=sight-words | stage=1
  665 | now                            | 現在                             | ⏰        | chunks=['n', 'ow'] | py=ㄋㄠ | theme=sight-words | stage=0
  666 | yesterday                      | 昨天                             | ◀️       | chunks=['yes', 'ter', 'day'] | py=ㄧㄝㄙ-ㄊㄜ-ㄉㄟ | theme=sight-words | stage=1
  667 | soon                           | 很快                             | ⏩        | chunks=['s', 'oon'] | py=ㄙㄨㄣ | theme=sight-words | stage=1
  668 | before                         | 之前                             | ⏪        | chunks=['be', 'fore'] | py=ㄅㄧ-ㄈㄛㄦ | theme=sight-words | stage=1 [有易混提示]
  669 | after                          | 之後                             | ⏩        | chunks=['af', 'ter'] | py=ㄚㄈ-ㄊㄜ | theme=sight-words | stage=1
  670 | again                          | 再                              | 🔁        | chunks=['a', 'gain'] | py=ㄚ-ㄍㄣ | theme=sight-words | stage=1
