# 字 4500-5999
 4500 | steppe                         | 大草原                            | 🌾        | chunks=['st', 'eppe'] | py=ㄙㄉㄝㄆ | theme=geography | stage=3
 5026 | nietzsche                      | 尼采                             | 📚        | chunks=['niet', 'zsche'] | py=ㄋㄧ-ㄑㄜ | theme=philosophy | stage=3
 5027 | descartes                      | 笛卡兒                            | 📚        | chunks=['des', 'cartes'] | py=ㄉㄝ-ㄎㄚㄦㄊ | theme=philosophy | stage=3
 5028 | sartre                         | 沙特                             | 📚        | chunks=['sar', 'tre'] | py=ㄙㄚㄦ-ㄊㄌㄜ | theme=philosophy | stage=3
 5029 | kierkegaard                    | 齊克果                            | 📚        | chunks=['kier', 'ke', 'gaard'] | py=ㄎㄧㄦ-ㄎㄜ-ㄍㄚㄦㄉ | theme=philosophy | stage=3
 5030 | hume                           | 休謨                             | 📚        | chunks=['h', 'ume'] | py=ㄏㄧㄨㄇ | theme=philosophy | stage=3
 5031 | locke                          | 洛克                             | 📚        | chunks=['lock', 'e'] | py=ㄌㄚㄎ | theme=philosophy | stage=3
 5032 | rousseau                       | 盧梭                             | 📚        | chunks=['rous', 'seau'] | py=ㄌㄨ-ㄙㄛ | theme=philosophy | stage=3
 5033 | knowledge                      | 知識                             | 📚        | chunks=['knowl', 'edge'] | py=ㄋㄚ-ㄌㄧㄐ | theme=philosophy | stage=1
 5034 | wisdom                         | 智慧                             | 🦉        | chunks=['wis', 'dom'] | py=ㄨㄧㄗ-ㄉㄣ | theme=philosophy | stage=1
 5035 | ignorance                      | 無知                             | 🤷        | chunks=['ig', 'no', 'rance'] | py=ㄧㄍ-ㄋㄜ-ㄌㄢㄙ | theme=philosophy | stage=2
 5036 | consciousness                  | 意識                             | 🧠        | chunks=['con', 'scious', 'ness'] | py=ㄎㄚㄣ-ㄒㄚㄙ-ㄋㄝㄙ | theme=philosophy | stage=2 base=conscious
 5037 | awareness                      | 覺察                             | 👁️       | chunks=['a', 'ware', 'ness'] | py=ㄚ-ㄨㄝㄜ-ㄋㄝㄙ | theme=philosophy | stage=2 base=aware
 5038 | mindfulness                    | 正念                             | 🧘        | chunks=['mind', 'ful', 'ness'] | py=ㄇㄞㄣㄉ-ㄈㄜ-ㄋㄝㄙ | theme=philosophy | stage=2 base=mindful
 5039 | perception                     | 感知                             | 👁️       | chunks=['per', 'cep', 'tion'] | py=ㄆㄜ-ㄙㄝㄆ-ㄒㄣ | theme=philosophy | stage=2
 5040 | intuition                      | 直覺                             | 💭        | chunks=['in', 'tu', 'i', 'tion'] | py=ㄧㄣ-ㄑㄨ-ㄜ-ㄒㄣ | theme=philosophy | stage=2
 5041 | insight                        | 洞察                             | 💡        | chunks=['in', 'sight'] | py=ㄧㄣ-ㄙㄞㄊ | theme=philosophy | stage=2
 5042 | critique                       | 批判                             | 🧐        | chunks=['cri', 'tique'] | py=ㄎㄌㄜ-ㄊㄧㄎ | theme=philosophy | stage=2
 5043 | dialectic                      | 辯證                             | ⚖️       | chunks=['di', 'a', 'lec', 'tic'] | py=ㄉㄞ-ㄜ-ㄌㄝㄎ-ㄊㄧㄎ | theme=philosophy | stage=3
 5044 | syllogism                      | 三段論                            | 🧠        | chunks=['syl', 'lo', 'gism'] | py=ㄒㄜ-ㄌㄜ-ㄐㄧㄗㄣ | theme=philosophy | stage=3
 5045 | paradox                        | 悖論                             | 🤔        | chunks=['par', 'a', 'dox'] | py=ㄆㄝ-ㄜ-ㄉㄚㄎㄙ | theme=philosophy | stage=2
 5046 | fallacy                        | 謬誤                             | ❌        | chunks=['fal', 'la', 'cy'] | py=ㄈㄚ-ㄌㄜ-ㄒㄧ | theme=philosophy | stage=3
 5047 | premise                        | 前提                             | 📜        | chunks=['prem', 'ise'] | py=ㄆㄌㄝ-ㄇㄜㄙ | theme=philosophy | stage=2
 5048 | conclusion                     | 結論                             | 🎯        | chunks=['con', 'clu', 'sion'] | py=ㄎㄜㄣ-ㄎㄌㄨ-ㄓㄣ | theme=philosophy | stage=1
 5049 | inference                      | 推論                             | 💭        | chunks=['in', 'fer', 'ence'] | py=ㄧㄣ-ㄈㄜ-ㄣㄙ | theme=philosophy | stage=3
 5050 | concrete                       | 具體的、混凝土                        | 🧱        | chunks=['con', 'crete'] | py=ㄎㄚㄣ-ㄎㄌㄧㄊ | theme=philosophy | stage=2
 5051 | theoretical                    | 理論的                            | 📚        | chunks=['the', 'o', 'ret', 'i', 'cal'] | py=ㄒㄧ-ㄜ-ㄌㄝ-ㄜ-ㄎㄜ | theme=philosophy | stage=2
 5052 | subjective                     | 主觀的                            | 👤        | chunks=['sub', 'jec', 'tive'] | py=ㄙㄚㄅ-ㄐㄝㄎ-ㄊㄧㄈ | theme=philosophy | stage=2 base=subject
 5053 | objective                      | 客觀的、目標                         | 🎯        | chunks=['ob', 'jec', 'tive'] | py=ㄚㄅ-ㄐㄝㄎ-ㄊㄧㄈ | theme=philosophy | stage=2 base=object
 5054 | passion                        | 熱情                             | ❤️‍🔥     | chunks=['pas', 'sion'] | py=ㄆㄚ-ㄒㄣ | theme=philosophy | stage=1
 5055 | desire                         | 慾望                             | 💖        | chunks=['de', 'sire'] | py=ㄉㄧ-ㄗㄞㄜ | theme=philosophy | stage=1
 5056 | evil                           | 邪惡                             | 😈        | chunks=['e', 'vil'] | py=ㄧ-ㄈㄦ | theme=philosophy | stage=1
 5057 | injustice                      | 不公                             | ⚖️       | chunks=['in', 'jus', 'tice'] | py=ㄧㄣ-ㄐㄚㄙ-ㄊㄧㄙ | theme=philosophy | stage=2
 5058 | beauty                         | 美                              | 🌸        | chunks=['beau', 'ty'] | py=ㄅㄧㄨ-ㄊㄧ | theme=philosophy | stage=1
 5059 | sublime                        | 崇高的                            | ✨        | chunks=['sub', 'lime'] | py=ㄙㄜ-ㄅㄌㄞㄇ | theme=philosophy | stage=3
 5060 | ugliness                       | 醜                              | 👹        | chunks=['ug', 'li', 'ness'] | py=ㄚㄍ-ㄌㄜ-ㄋㄝㄙ | theme=philosophy | stage=3
 5061 | harmony                        | 和諧                             | ☯️       | chunks=['har', 'mo', 'ny'] | py=ㄏㄚㄦ-ㄇㄜ-ㄋㄧ | theme=philosophy | stage=1
 5062 | meaning                        | 意義                             | 💭        | chunks=['mean', 'ing'] | py=ㄇㄧㄣ-ㄧㄥ | theme=philosophy | stage=1
 5063 | purpose                        | 目的                             | 🎯        | chunks=['pur', 'pose'] | py=ㄆㄜ-ㄆㄛㄙ | theme=philosophy | stage=1
 5064 | value                          | 價值                             | 💎        | chunks=['val', 'ue'] | py=ㄈㄚ-ㄌㄧㄨ | theme=philosophy | stage=1
 5065 | self                           | 自我                             | 🧑        | chunks=['s', 'elf'] | py=ㄙㄝㄦㄈ | theme=philosophy | stage=1
 5066 | identity                       | 身份                             | 🆔        | chunks=['i', 'den', 'ti', 'ty'] | py=ㄞ-ㄉㄣ-ㄊㄜ-ㄊㄧ | theme=philosophy | stage=2
 5067 | ego                            | 自我                             | 🧠        | chunks=['e', 'go'] | py=ㄧ-ㄍㄛ | theme=philosophy | stage=2
 5068 | id                             | 本我                             | 🧠        | chunks=['i', 'd'] | py=ㄧㄉ | theme=philosophy | stage=3
 5069 | superego                       | 超我                             | 🧠        | chunks=['su', 'per', 'e', 'go'] | py=ㄙㄨ-ㄆㄜ-ㄧ-ㄍㄛ | theme=philosophy | stage=3
 5070 | subconscious                   | 潛意識                            | 🧠        | chunks=['sub', 'con', 'scious'] | py=ㄙㄚㄅ-ㄎㄚㄣ-ㄒㄚㄙ | theme=philosophy | stage=3
 5071 | treatise                       | 論文                             | 📚        | chunks=['trea', 'tise'] | py=ㄊㄌㄧ-ㄊㄜㄙ | theme=philosophy | stage=3 base=treat
 5072 | axiom                          | 公理                             | 📐        | chunks=['ax', 'i', 'om'] | py=ㄚㄎ-ㄒㄧ-ㄚㄇ | theme=philosophy | stage=3
 5073 | postulate                      | 假設                             | 💭        | chunks=['pos', 'tu', 'late'] | py=ㄆㄚㄙ-ㄑㄜ-ㄌㄝㄊ | theme=philosophy | stage=3
 5074 | theorem                        | 定理                             | 📐        | chunks=['the', 'o', 'rem'] | py=ㄒㄧ-ㄜ-ㄌㄝㄇ | theme=philosophy | stage=3
 5075 | thesis                         | 論文                             | 📚        | chunks=['the', 'sis'] | py=ㄒㄧ-ㄒㄜㄙ | theme=philosophy | stage=2
 5076 | essence                        | 本質                             | ✨        | chunks=['es', 'sence'] | py=ㄝ-ㄙㄣㄙ | theme=philosophy | stage=2
 5077 | existence                      | 存在                             | 💭        | chunks=['ex', 'is', 'tence'] | py=ㄝㄎㄙ-ㄜ-ㄊㄣㄙ | theme=philosophy | stage=2
 5078 | cogito                         | 我思故我在                          | 💭        | chunks=['co', 'gi', 'to'] | py=ㄎㄛ-ㄐㄜ-ㄊㄛ | theme=philosophy | stage=3
 5079 | somehow                        | 不知怎地                           | 🤷        | chunks=['some', 'how'] | py=ㄙㄚㄇ-ㄏㄠ | theme=sight-words | stage=2
 5080 | somewhere                      | 某處                             | 📍        | chunks=['some', 'where'] | py=ㄙㄚㄇ-ㄨㄟㄜ | theme=sight-words | stage=1
 5081 | anywhere                       | 任何地方                           | 🌍        | chunks=['any', 'where'] | py=ㄝㄋㄧ-ㄨㄟㄜ | theme=sight-words | stage=1
 5082 | nowhere                        | 無處                             | 🚫        | chunks=['no', 'where'] | py=ㄋㄡ-ㄨㄟㄜ | theme=sight-words | stage=2
 5083 | thrice                         | 三次                             | 3️⃣      | chunks=['thr', 'ice'] | py=ㄓㄜㄖㄞㄙ | theme=sight-words | stage=3
 5084 | simply                         | 僅僅                             | ☝️       | chunks=['sim', 'ply'] | py=ㄒㄧㄇ-ㄆㄌㄧ | theme=sight-words | stage=2 base=simple
 5085 | merely                         | 只是                             | ☝️       | chunks=['mere', 'ly'] | py=ㄇㄧㄜ-ㄌㄧ | theme=sight-words | stage=2 base=mere
 5086 | scarcely                       | 幾乎不                            | 🙅        | chunks=['scarce', 'ly'] | py=ㄙㄎㄜㄜㄙ-ㄌㄧ | theme=sight-words | stage=3
 5087 | normally                       | 通常                             | 📊        | chunks=['nor', 'mal', 'ly'] | py=ㄋㄡ-ㄇㄛ-ㄌㄧ | theme=sight-words | stage=2 base=normal
 5088 | naturally                      | 自然地                            | 🌿        | chunks=['nat', 'u', 'ral', 'ly'] | py=ㄋㄚ-ㄜ-ㄖㄛ-ㄌㄧ | theme=sight-words | stage=2 base=natural
 5089 | essentially                    | 本質上                            | 💡        | chunks=['es', 'sen', 'tial', 'ly'] | py=ㄝ-ㄙㄣ-ㄒㄛ-ㄌㄧ | theme=sight-words | stage=3
 5090 | gradually                      | 逐漸                             | 📈        | chunks=['grad', 'u', 'al', 'ly'] | py=ㄍㄖㄚ-ㄐㄩ-ㄛ-ㄌㄧ | theme=sight-words | stage=2 base=gradual
 5091 | suddenly                       | 突然                             | ⚡        | chunks=['sud', 'den', 'ly'] | py=ㄙㄚ-ㄉㄣ-ㄌㄧ | theme=sight-words | stage=2 base=sudden
 5092 | immediately                    | 立刻                             | ⚡        | chunks=['im', 'me', 'di', 'ate', 'ly'] | py=ㄧ-ㄇㄧ-ㄉㄧ-ㄝ-ㄌㄧ | theme=sight-words | stage=2 base=immediate
 5093 | instantly                      | 立即                             | ⚡        | chunks=['in', 'stant', 'ly'] | py=ㄧㄣ-ㄙㄊㄢㄊ-ㄌㄧ | theme=sight-words | stage=2
 5094 | recently                       | 最近                             | 🕒        | chunks=['re', 'cent', 'ly'] | py=ㄖㄧ-ㄙㄣㄊ-ㄌㄧ | theme=sight-words | stage=2 base=recent
 5095 | currently                      | 目前                             | 🕒        | chunks=['cur', 'rent', 'ly'] | py=ㄎㄚ-ㄖㄣㄊ-ㄌㄧ | theme=sight-words | stage=2 base=current
 5096 | frequently                     | 頻繁地                            | 🔁        | chunks=['fre', 'quent', 'ly'] | py=ㄈㄖㄧ-ㄎㄨㄣㄊ-ㄌㄧ | theme=sight-words | stage=2 base=frequent
 5097 | occasionally                   | 偶爾                             | 🎲        | chunks=['oc', 'ca', 'sion', 'al', 'ly'] | py=ㄛ-ㄎㄟ-ㄓㄣ-ㄛ-ㄌㄧ | theme=sight-words | stage=3 base=occasional
 5098 | rarely                         | 很少                             | 🦄        | chunks=['rare', 'ly'] | py=ㄖㄟ-ㄌㄧ | theme=sight-words | stage=2 base=rare
 5099 | seldom                         | 罕見地                            | 🦄        | chunks=['sel', 'dom'] | py=ㄙㄝㄛ-ㄉㄚㄇ | theme=sight-words | stage=3
 5100 | previously                     | 先前                             | ⏮️       | chunks=['pre', 'vi', 'ous', 'ly'] | py=ㄆㄖㄧ-ㄨㄧ-ㄜㄙ-ㄌㄧ | theme=sight-words | stage=2
 5101 | alas                           | 唉                              | 😩        | chunks=['a', 'las'] | py=ㄜ-ㄌㄚㄙ | theme=sight-words | stage=3
 5102 | amidst                         | 在...之中                         | 🌀        | chunks=['a', 'midst'] | py=ㄜ-ㄇㄧㄉㄙㄊ | theme=sight-words | stage=3
 5103 | apart                          | 分開地、分隔                         | ↔️       | chunks=['a', 'part'] | py=ㄜ-ㄆㄚㄜㄊ | theme=sight-words | stage=2
 5104 | aside                          | 在一邊                            | ➡️       | chunks=['a', 'side'] | py=ㄜ-ㄙㄞㄉ | theme=sight-words | stage=2
 5105 | ahead                          | 在前面                            | ⬆️       | chunks=['a', 'head'] | py=ㄜ-ㄏㄝㄉ | theme=sight-words | stage=1
 5106 | onward                         | 向前                             | ➡️       | chunks=['on', 'ward'] | py=ㄛㄣ-ㄨㄜㄉ | theme=sight-words | stage=2
 5107 | altogether                     | 完全地                            | 🎯        | chunks=['al', 'to', 'geth', 'er'] | py=ㄛ-ㄊㄨ-ㄍㄝ-ㄜ | theme=sight-words | stage=2
 5108 | wholly                         | 完全                             | 💯        | chunks=['whol', 'ly'] | py=ㄏㄡ-ㄌㄧ | theme=sight-words | stage=3
 5109 | partially                      | 部分地                            | ◐        | chunks=['par', 'tial', 'ly'] | py=ㄆㄚ-ㄒㄛ-ㄌㄧ | theme=sight-words | stage=2
 5110 | clearly                        | 清楚地                            | 💎        | chunks=['clear', 'ly'] | py=ㄎㄌㄧㄜ-ㄌㄧ | theme=sight-words | stage=1 base=clear
 5111 | briefly                        | 簡短地                            | ⏱️       | chunks=['brief', 'ly'] | py=ㄅㄖㄧㄈ-ㄌㄧ | theme=sight-words | stage=2 base=brief
 5112 | closely                        | 密切地                            | 🔍        | chunks=['close', 'ly'] | py=ㄎㄌㄡㄙ-ㄌㄧ | theme=sight-words | stage=2 base=close
 5113 | deeply                         | 深深地                            | 🌊        | chunks=['deep', 'ly'] | py=ㄉㄧㄆ-ㄌㄧ | theme=sight-words | stage=1 base=deep
 5114 | firmly                         | 堅定地                            | ✊        | chunks=['firm', 'ly'] | py=ㄈㄜㄜㄇ-ㄌㄧ | theme=sight-words | stage=2 base=firm
 5115 | gently                         | 溫柔地                            | 🤲        | chunks=['gen', 'tly'] | py=ㄐㄣ-ㄊㄌㄧ | theme=sight-words | stage=1 base=gentle
